Home,Away,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Philadelphia 76ers,Memphis Grizzlies,0.673,0.456,0.34,0.74,48.2,25.0,13.5,10.1,6.5,3.8,111.8,108.3,0.546,0.612,0.463,0.355,0.81,43.6,23.7,12.9,8.1,5.8,2.4,111.2,108.5,0.569,1,01/31/2022
Boston Celtics,Miami Heat,0.64,0.46,0.377,0.811,46.1,26.6,15.3,7.6,3.4,4.7,112.3,107.6,0.576,0.51,0.447,0.34,0.82,46.9,23.3,14.3,7.3,5.9,2.9,109.1,106.3,0.557,1,01/31/2022
Atlanta Hawks,Toronto Raptors,0.511,0.438,0.345,0.755,46.1,22.6,13.2,9.6,5.1,0.9,110.6,109.9,0.536,0.49,0.467,0.374,0.799,45.1,24.5,12.5,6.9,4.5,0.4,113.5,113.0,0.575,0,01/31/2022
New York Knicks,Sacramento Kings,0.353,0.452,0.344,0.757,44.0,22.9,13.9,7.1,4.6,-5.2,109.1,114.2,0.552,0.46,0.436,0.357,0.746,47.4,22.1,14.1,7.1,5.1,-1.0,108.1,109.5,0.546,1,01/31/2022
Oklahoma City Thunder,Portland Trail Blazers,0.42,0.452,0.363,0.768,44.0,23.1,14.1,7.6,4.7,-3.8,110.3,114.4,0.566,0.292,0.416,0.312,0.762,46.2,21.1,13.5,7.6,4.6,-7.3,101.7,109.0,0.515,1,01/31/2022
Houston Rockets,Golden State Warriors,0.74,0.465,0.358,0.759,47.0,27.7,15.7,9.4,5.0,8.2,110.9,102.7,0.577,0.286,0.451,0.343,0.718,42.4,22.6,16.7,7.2,4.7,-8.4,106.7,115.0,0.56,0,01/31/2022
Detroit Pistons,New Orleans Pelicans,0.36,0.438,0.328,0.787,46.6,25.1,14.5,7.7,4.1,-4.5,107.4,111.4,0.539,0.245,0.421,0.32,0.779,42.6,22.4,14.7,8.1,4.9,-9.3,102.8,112.0,0.525,0,02/01/2022
Milwaukee Bucks,Washington Wizards,0.469,0.465,0.324,0.777,44.9,24.4,13.6,6.2,5.1,-2.5,109.0,111.4,0.561,0.596,0.454,0.359,0.781,46.6,22.9,13.9,7.7,4.2,2.9,111.4,108.5,0.568,1,02/01/2022
Toronto Raptors,Miami Heat,0.627,0.459,0.377,0.81,46.0,26.6,15.3,7.5,3.4,4.0,111.9,107.9,0.574,0.521,0.437,0.348,0.754,46.1,22.6,13.1,9.5,5.1,1.0,110.6,109.7,0.537,1,02/01/2022
Minnesota Timberwolves,Denver Nuggets,0.571,0.471,0.352,0.781,44.3,27.7,14.3,7.4,3.8,2.2,111.3,109.3,0.575,0.5,0.444,0.342,0.761,44.4,24.2,14.7,8.7,5.7,1.0,110.4,109.3,0.553,1,02/01/2022
Chicago Bulls,Orlando Magic,0.216,0.432,0.327,0.783,43.9,23.0,15.0,6.9,4.9,-7.9,103.6,111.5,0.534,0.633,0.476,0.376,0.811,43.3,24.6,13.3,7.5,4.6,1.8,112.2,110.4,0.578,1,02/01/2022
San Antonio Spurs,Golden State Warriors,0.745,0.466,0.36,0.761,46.9,27.7,15.7,9.5,5.1,8.3,111.1,102.9,0.579,0.373,0.464,0.351,0.738,45.6,27.7,12.5,7.5,5.1,-0.1,110.5,110.4,0.548,0,02/01/2022
Phoenix Suns,Brooklyn Nets,0.592,0.471,0.352,0.822,45.6,25.5,14.2,7.0,5.5,1.8,112.0,110.0,0.572,0.816,0.477,0.367,0.794,46.0,26.4,13.3,8.6,4.2,7.9,112.8,104.9,0.574,1,02/01/2022
Houston Rockets,Cleveland Cavaliers,0.608,0.466,0.35,0.757,46.4,26.3,15.4,7.4,4.5,4.7,110.0,105.2,0.567,0.28,0.451,0.344,0.717,42.3,22.6,16.7,7.1,4.6,-8.5,106.7,115.2,0.56,1,02/02/2022
Dallas Mavericks,Oklahoma City Thunder,0.306,0.416,0.311,0.765,46.3,21.2,13.5,7.6,4.6,-6.8,101.8,108.6,0.516,0.569,0.453,0.334,0.768,45.5,24.7,13.0,7.3,4.2,2.8,109.8,107.0,0.557,0,02/02/2022
Sacramento Kings,Brooklyn Nets,0.58,0.472,0.353,0.82,45.3,25.5,14.2,7.0,5.4,1.6,112.1,110.3,0.573,0.346,0.452,0.343,0.753,43.9,22.9,13.9,7.1,4.7,-5.4,108.8,114.2,0.551,1,02/02/2022
Utah Jazz,Denver Nuggets,0.56,0.471,0.351,0.785,44.3,27.6,14.3,7.4,3.8,1.8,111.4,109.7,0.575,0.588,0.471,0.364,0.777,46.6,22.4,14.6,7.1,4.9,5.8,115.3,109.5,0.591,1,02/02/2022
Los Angeles Lakers,Portland Trail Blazers,0.412,0.451,0.36,0.768,44.0,23.0,14.1,7.6,4.8,-4.0,109.9,114.2,0.564,0.471,0.464,0.349,0.735,43.6,23.5,14.4,7.9,5.4,-1.6,108.5,110.2,0.561,1,02/02/2022
Philadelphia 76ers,Washington Wizards,0.46,0.465,0.325,0.776,44.9,24.4,13.5,6.2,5.1,-2.7,108.9,111.5,0.56,0.62,0.464,0.355,0.811,43.6,23.8,13.1,8.1,5.9,2.4,111.2,108.5,0.569,0,02/02/2022
Indiana Pacers,Orlando Magic,0.212,0.433,0.328,0.783,43.7,23.1,14.8,6.9,4.8,-8.0,103.8,111.8,0.535,0.365,0.457,0.331,0.765,45.3,24.7,14.6,7.0,5.9,-1.9,110.2,112.2,0.556,0,02/02/2022
Boston Celtics,Charlotte Hornets,0.549,0.462,0.367,0.735,43.4,26.7,12.7,8.5,4.9,-0.1,112.3,112.4,0.565,0.519,0.449,0.341,0.816,46.9,23.4,14.2,7.4,5.9,3.5,109.4,106.1,0.558,1,02/02/2022
New York Knicks,Memphis Grizzlies,0.66,0.456,0.337,0.738,48.1,24.8,13.4,10.2,6.4,3.6,111.7,108.4,0.546,0.471,0.437,0.357,0.747,47.4,22.2,14.2,7.2,5.1,-0.6,108.2,109.3,0.548,0,02/02/2022
San Antonio Spurs,Miami Heat,0.615,0.459,0.375,0.812,45.9,26.6,15.4,7.6,3.3,3.8,112.0,108.1,0.575,0.365,0.465,0.354,0.738,45.4,27.8,12.5,7.5,5.2,-0.2,110.6,110.6,0.55,0,02/03/2022
Detroit Pistons,Minnesota Timberwolves,0.51,0.445,0.343,0.761,44.6,24.4,14.6,8.7,5.8,1.2,110.8,109.4,0.555,0.24,0.422,0.318,0.779,42.5,22.4,14.8,8.0,4.8,-9.3,102.8,112.0,0.525,0,02/03/2022
Atlanta Hawks,Phoenix Suns,0.82,0.478,0.366,0.795,45.9,26.4,13.4,8.6,4.2,7.9,113.0,105.1,0.576,0.48,0.466,0.374,0.8,45.1,24.6,12.5,6.8,4.5,0.3,113.3,112.9,0.575,1,02/03/2022
Toronto Raptors,Chicago Bulls,0.64,0.477,0.376,0.81,43.4,24.6,13.2,7.4,4.6,2.0,112.5,110.5,0.579,0.531,0.438,0.35,0.752,46.1,22.6,13.1,9.5,5.1,1.0,110.7,109.8,0.538,1,02/03/2022
Golden State Warriors,Sacramento Kings,0.358,0.452,0.343,0.755,44.0,22.9,13.9,7.1,4.7,-5.1,109.0,114.1,0.551,0.75,0.466,0.361,0.765,46.9,27.7,15.7,9.5,5.0,8.2,111.4,103.2,0.579,1,02/03/2022
LA Clippers,Los Angeles Lakers,0.481,0.463,0.349,0.733,43.8,23.5,14.5,7.9,5.4,-1.4,108.4,109.9,0.561,0.491,0.449,0.358,0.79,44.4,23.3,14.4,7.6,4.6,-0.7,106.8,107.5,0.554,1,02/03/2022
Portland Trail Blazers,Oklahoma City Thunder,0.32,0.417,0.314,0.767,46.4,21.2,13.6,7.5,4.7,-6.6,102.1,108.7,0.518,0.404,0.449,0.359,0.764,44.2,23.0,14.1,7.7,4.7,-4.1,109.6,113.9,0.562,0,02/04/2022
Detroit Pistons,Boston Celtics,0.528,0.45,0.342,0.817,46.8,23.5,14.3,7.4,5.9,3.5,109.5,106.1,0.559,0.235,0.423,0.319,0.779,42.5,22.5,14.8,7.9,4.8,-9.4,103.0,112.3,0.526,0,02/04/2022
Charlotte Hornets,Cleveland Cavaliers,0.596,0.467,0.35,0.752,46.4,26.2,15.4,7.4,4.5,4.4,109.9,105.5,0.567,0.538,0.461,0.366,0.736,43.4,26.5,12.8,8.6,4.9,-0.2,112.2,112.4,0.564,0,02/04/2022
Indiana Pacers,Chicago Bulls,0.627,0.477,0.377,0.813,43.4,24.6,13.3,7.4,4.7,1.8,112.4,110.7,0.579,0.358,0.457,0.332,0.764,45.2,24.6,14.4,7.0,5.8,-1.9,110.2,112.2,0.556,0,02/04/2022
Toronto Raptors,Atlanta Hawks,0.49,0.468,0.377,0.799,45.0,24.6,12.6,6.8,4.4,0.5,113.4,112.9,0.577,0.54,0.438,0.35,0.755,46.3,22.7,13.1,9.5,5.1,1.2,110.9,109.8,0.537,1,02/04/2022
San Antonio Spurs,Houston Rockets,0.294,0.451,0.344,0.717,42.2,22.7,16.6,7.2,4.6,-8.2,106.9,115.0,0.561,0.358,0.464,0.352,0.737,45.4,27.7,12.6,7.5,5.2,-0.5,110.4,110.7,0.548,1,02/04/2022
Utah Jazz,Brooklyn Nets,0.569,0.472,0.353,0.819,45.3,25.4,14.2,7.0,5.5,1.3,112.0,110.4,0.573,0.596,0.472,0.362,0.777,46.5,22.4,14.5,7.2,4.9,5.8,115.3,109.6,0.591,1,02/04/2022
Denver Nuggets,New Orleans Pelicans,0.373,0.438,0.328,0.79,46.6,25.1,14.6,7.7,4.2,-4.2,107.5,111.3,0.539,0.549,0.472,0.352,0.784,44.3,27.6,14.3,7.4,3.9,1.7,111.4,109.8,0.576,0,02/04/2022
Dallas Mavericks,Philadelphia 76ers,0.608,0.464,0.356,0.811,43.6,23.8,12.9,8.0,5.9,2.3,111.3,108.7,0.568,0.558,0.453,0.334,0.768,45.3,24.8,13.0,7.4,4.3,2.6,109.9,107.2,0.557,1,02/04/2022
Los Angeles Lakers,New York Knicks,0.462,0.437,0.357,0.748,47.4,22.2,14.2,7.2,5.2,-0.8,108.2,109.4,0.548,0.472,0.463,0.349,0.732,43.8,23.5,14.4,7.9,5.5,-1.4,108.5,110.0,0.561,1,02/05/2022
Orlando Magic,Memphis Grizzlies,0.667,0.456,0.339,0.737,48.1,24.9,13.4,10.2,6.4,3.8,111.8,108.3,0.546,0.226,0.433,0.328,0.787,43.8,23.2,14.8,6.9,4.8,-7.8,103.9,111.7,0.536,0,02/05/2022
Charlotte Hornets,Miami Heat,0.623,0.46,0.375,0.813,45.8,26.6,15.4,7.7,3.3,4.1,112.0,107.9,0.576,0.528,0.46,0.365,0.738,43.6,26.5,12.8,8.6,4.8,-0.3,112.1,112.3,0.564,0,02/05/2022
Washington Wizards,Phoenix Suns,0.804,0.479,0.365,0.795,45.7,26.5,13.3,8.6,4.2,7.6,113.0,105.4,0.576,0.471,0.465,0.326,0.776,45.1,24.4,13.5,6.1,5.1,-2.6,109.1,111.6,0.56,0,02/05/2022
Sacramento Kings,Oklahoma City Thunder,0.333,0.417,0.315,0.766,46.5,21.3,13.7,7.5,4.7,-6.4,102.1,108.4,0.517,0.352,0.453,0.343,0.756,43.7,23.0,14.0,7.2,4.7,-5.3,109.1,114.4,0.552,1,02/05/2022
Portland Trail Blazers,Milwaukee Bucks,0.604,0.455,0.359,0.782,46.6,23.0,13.8,7.7,4.2,3.1,111.5,108.4,0.568,0.396,0.448,0.356,0.764,44.4,22.9,14.0,7.7,4.7,-4.0,109.3,113.7,0.559,0,02/05/2022
Chicago Bulls,Philadelphia 76ers,0.596,0.465,0.355,0.809,43.6,23.9,13.0,7.9,5.9,2.1,111.2,108.8,0.569,0.635,0.478,0.374,0.812,43.4,24.7,13.2,7.4,4.7,1.9,112.6,110.8,0.58,0,02/06/2022
Dallas Mavericks,Atlanta Hawks,0.481,0.467,0.376,0.801,44.9,24.7,12.5,6.9,4.4,0.2,113.5,113.1,0.576,0.566,0.453,0.333,0.769,45.3,24.8,13.0,7.4,4.2,2.7,110.1,107.2,0.557,1,02/06/2022
Cleveland Cavaliers,Indiana Pacers,0.352,0.458,0.334,0.766,45.1,24.7,14.4,6.9,5.7,-2.0,110.3,112.3,0.556,0.604,0.465,0.351,0.753,46.6,26.3,15.4,7.4,4.5,4.4,109.9,105.5,0.566,1,02/06/2022
Orlando Magic,Boston Celtics,0.537,0.45,0.341,0.816,46.9,23.5,14.3,7.3,6.0,3.6,109.4,105.9,0.559,0.222,0.433,0.328,0.784,43.7,23.3,14.6,6.8,4.7,-8.0,104.1,112.1,0.536,0,02/06/2022
Houston Rockets,New Orleans Pelicans,0.385,0.44,0.328,0.792,46.4,25.1,14.6,7.7,4.2,-3.9,107.7,111.3,0.541,0.288,0.451,0.344,0.718,42.1,22.5,16.7,7.2,4.6,-8.5,106.9,115.3,0.561,0,02/06/2022
LA Clippers,Milwaukee Bucks,0.611,0.457,0.361,0.781,46.6,23.3,13.7,7.7,4.2,3.6,111.9,108.4,0.57,0.5,0.451,0.359,0.788,44.4,23.4,14.4,7.5,4.6,-0.7,107.0,107.6,0.555,0,02/06/2022
Denver Nuggets,Brooklyn Nets,0.558,0.471,0.353,0.818,45.2,25.4,14.1,7.0,5.5,0.9,111.9,110.8,0.571,0.538,0.471,0.354,0.787,44.0,27.5,14.3,7.4,3.9,1.5,111.4,110.0,0.576,1,02/06/2022
Minnesota Timberwolves,Detroit Pistons,0.231,0.42,0.32,0.779,42.8,22.4,14.7,7.9,4.8,-9.4,102.9,112.2,0.524,0.519,0.446,0.345,0.764,44.5,24.5,14.6,8.7,5.7,1.4,111.0,109.5,0.557,1,02/06/2022
Washington Wizards,Miami Heat,0.63,0.459,0.375,0.815,45.9,26.6,15.3,7.8,3.4,4.3,111.8,107.5,0.575,0.462,0.463,0.324,0.776,45.1,24.3,13.4,6.1,5.1,-2.9,108.7,111.4,0.557,0,02/07/2022
Charlotte Hornets,Toronto Raptors,0.549,0.44,0.355,0.757,46.3,22.8,13.2,9.5,5.1,1.3,111.2,109.9,0.54,0.519,0.459,0.363,0.736,43.7,26.5,13.0,8.5,4.8,-0.6,111.7,112.2,0.562,0,02/07/2022
Oklahoma City Thunder,Golden State Warriors,0.755,0.467,0.364,0.764,46.8,27.7,15.7,9.5,5.0,8.3,111.7,103.5,0.581,0.327,0.418,0.315,0.763,46.4,21.3,13.7,7.5,4.6,-6.5,102.1,108.5,0.518,0,02/07/2022
Chicago Bulls,Phoenix Suns,0.808,0.478,0.363,0.791,46.2,26.5,13.3,8.6,4.3,7.8,112.8,105.1,0.574,0.623,0.478,0.372,0.814,43.4,24.7,13.1,7.3,4.7,1.7,112.6,111.1,0.58,0,02/07/2022
Utah Jazz,New York Knicks,0.453,0.436,0.355,0.747,47.5,22.2,14.1,7.2,5.1,-0.9,108.0,109.4,0.547,0.604,0.473,0.364,0.778,46.6,22.6,14.5,7.2,4.9,6.1,115.6,109.5,0.592,1,02/07/2022
Portland Trail Blazers,Orlando Magic,0.218,0.432,0.326,0.787,43.6,23.2,14.7,6.8,4.7,-8.5,103.7,112.1,0.535,0.389,0.449,0.355,0.76,44.3,23.0,14.1,7.7,4.7,-4.5,109.3,114.1,0.56,0,02/08/2022
Sacramento Kings,Minnesota Timberwolves,0.528,0.446,0.347,0.765,44.6,24.5,14.5,8.7,5.7,1.6,111.2,109.4,0.557,0.364,0.454,0.343,0.755,43.7,23.1,14.0,7.3,4.7,-5.0,109.2,114.1,0.553,0,02/08/2022
Los Angeles Lakers,Milwaukee Bucks,0.618,0.458,0.364,0.782,46.6,23.3,13.7,7.7,4.2,4.0,112.3,108.4,0.572,0.481,0.464,0.348,0.729,44.0,23.5,14.4,7.9,5.5,-1.3,108.6,109.9,0.56,0,02/08/2022
Philadelphia 76ers,Phoenix Suns,0.811,0.479,0.363,0.793,46.1,26.6,13.2,8.5,4.3,7.7,113.1,105.5,0.575,0.604,0.466,0.358,0.809,43.5,24.0,12.9,7.9,5.9,2.3,111.5,108.9,0.57,0,02/08/2022
Brooklyn Nets,Boston Celtics,0.545,0.45,0.34,0.817,47.1,23.6,14.4,7.4,6.0,4.2,109.5,105.5,0.559,0.547,0.47,0.354,0.816,45.1,25.4,14.0,7.1,5.5,0.5,111.7,111.0,0.57,0,02/08/2022
Atlanta Hawks,Indiana Pacers,0.345,0.456,0.333,0.767,45.2,24.5,14.5,6.9,5.6,-2.2,110.0,112.2,0.555,0.472,0.466,0.373,0.803,45.1,24.6,12.5,6.9,4.4,0.1,113.2,113.1,0.574,1,02/08/2022
Memphis Grizzlies,LA Clippers,0.491,0.45,0.36,0.79,44.4,23.5,14.3,7.5,4.5,-1.1,107.0,108.1,0.555,0.673,0.457,0.339,0.737,48.4,25.0,13.3,10.1,6.4,4.1,112.1,108.4,0.546,1,02/08/2022
New Orleans Pelicans,Houston Rockets,0.283,0.452,0.344,0.718,41.9,22.7,16.7,7.2,4.7,-8.6,107.0,115.5,0.561,0.396,0.441,0.329,0.79,46.2,25.2,14.6,7.8,4.2,-3.6,108.0,111.3,0.543,1,02/08/2022
Dallas Mavericks,Detroit Pistons,0.226,0.42,0.321,0.777,42.9,22.5,14.7,7.9,4.9,-9.4,103.0,112.3,0.523,0.574,0.453,0.335,0.77,45.4,24.8,13.1,7.4,4.3,2.8,110.1,107.1,0.557,1,02/08/2022
Denver Nuggets,New York Knicks,0.444,0.435,0.353,0.745,47.6,22.1,14.2,7.2,5.1,-1.1,108.0,109.5,0.545,0.547,0.472,0.354,0.787,44.3,27.7,14.3,7.4,3.8,1.9,111.7,109.9,0.577,1,02/08/2022
Charlotte Hornets,Chicago Bulls,0.611,0.478,0.373,0.816,43.3,24.6,13.0,7.3,4.6,1.6,112.9,111.5,0.58,0.509,0.458,0.361,0.738,43.6,26.5,13.0,8.6,4.8,-0.8,111.4,112.2,0.561,0,02/09/2022
Oklahoma City Thunder,Toronto Raptors,0.558,0.441,0.356,0.754,46.3,22.8,13.3,9.5,5.1,1.6,111.3,109.7,0.541,0.321,0.418,0.315,0.763,46.5,21.3,13.7,7.5,4.6,-6.6,102.0,108.5,0.517,0,02/09/2022
Portland Trail Blazers,Los Angeles Lakers,0.473,0.465,0.347,0.726,43.9,23.6,14.4,7.9,5.5,-1.5,108.7,110.2,0.561,0.382,0.447,0.354,0.76,44.4,22.9,14.1,7.7,4.7,-4.8,109.0,114.1,0.558,1,02/09/2022
Sacramento Kings,Minnesota Timberwolves,0.537,0.447,0.35,0.764,44.7,24.7,14.5,8.7,5.7,2.0,111.5,109.4,0.558,0.357,0.455,0.344,0.757,43.6,23.2,14.1,7.3,4.6,-5.2,109.1,114.4,0.554,1,02/09/2022
Utah Jazz,Golden State Warriors,0.759,0.468,0.363,0.764,46.7,27.7,15.7,9.5,4.9,8.4,111.7,103.4,0.582,0.611,0.472,0.361,0.78,46.6,22.5,14.5,7.2,4.9,6.2,115.5,109.4,0.591,1,02/09/2022
Cleveland Cavaliers,San Antonio Spurs,0.37,0.466,0.354,0.738,45.3,27.8,12.6,7.6,5.2,0.0,110.8,110.6,0.551,0.611,0.464,0.351,0.751,46.7,26.3,15.3,7.4,4.5,4.5,109.8,105.3,0.565,1,02/09/2022
Washington Wizards,Brooklyn Nets,0.537,0.468,0.352,0.811,45.0,25.4,14.0,7.0,5.5,-0.2,111.4,111.4,0.568,0.453,0.462,0.322,0.779,44.9,24.3,13.5,6.2,5.0,-3.2,108.6,111.6,0.557,1,02/10/2022
Houston Rockets,Toronto Raptors,0.566,0.442,0.356,0.758,46.3,22.8,13.3,9.5,5.0,2.0,111.4,109.5,0.543,0.278,0.45,0.343,0.716,42.0,22.6,16.8,7.2,4.6,-8.7,106.8,115.4,0.56,0,02/10/2022
Dallas Mavericks,LA Clippers,0.482,0.45,0.36,0.789,44.2,23.5,14.3,7.5,4.6,-1.5,107.0,108.5,0.555,0.582,0.454,0.338,0.771,45.5,24.8,13.1,7.5,4.3,3.4,110.3,106.8,0.559,1,02/10/2022
Phoenix Suns,Milwaukee Bucks,0.625,0.46,0.364,0.779,46.5,23.5,13.6,7.7,4.2,4.2,112.6,108.6,0.573,0.815,0.478,0.361,0.795,46.1,26.6,13.1,8.5,4.3,7.6,113.1,105.5,0.575,1,02/10/2022
Golden State Warriors,New York Knicks,0.436,0.435,0.353,0.746,47.5,22.1,14.1,7.2,5.0,-1.4,108.2,110.0,0.545,0.745,0.466,0.364,0.764,46.5,27.6,15.7,9.5,4.9,7.8,111.3,103.7,0.581,0,02/10/2022
New Orleans Pelicans,Miami Heat,0.636,0.461,0.378,0.815,45.7,26.7,15.4,7.8,3.3,4.7,112.0,107.4,0.577,0.407,0.443,0.328,0.792,46.2,25.3,14.7,7.8,4.3,-3.3,108.0,111.0,0.545,0,02/10/2022
Detroit Pistons,Memphis Grizzlies,0.679,0.458,0.339,0.738,48.4,25.0,13.3,10.1,6.4,4.5,112.5,108.3,0.547,0.222,0.42,0.318,0.776,43.0,22.5,14.7,7.8,4.9,-9.8,102.8,112.5,0.522,0,02/10/2022
Philadelphia 76ers,Oklahoma City Thunder,0.315,0.418,0.314,0.765,46.5,21.5,13.8,7.6,4.6,-6.8,102.0,108.7,0.518,0.593,0.466,0.357,0.811,43.5,24.0,13.0,7.8,5.8,2.1,111.4,108.9,0.57,1,02/11/2022
Detroit Pistons,Charlotte Hornets,0.5,0.457,0.36,0.737,43.6,26.5,12.9,8.5,4.8,-1.0,111.4,112.4,0.56,0.218,0.42,0.316,0.777,42.9,22.6,14.6,7.7,4.9,-10.1,102.8,112.7,0.522,0,02/11/2022
Indiana Pacers,Cleveland Cavaliers,0.618,0.464,0.352,0.751,46.8,26.1,15.3,7.4,4.4,4.7,109.7,105.0,0.565,0.339,0.455,0.333,0.77,45.1,24.5,14.5,7.0,5.6,-2.5,110.0,112.6,0.554,0,02/11/2022
Boston Celtics,Denver Nuggets,0.556,0.474,0.355,0.786,44.4,27.8,14.2,7.4,3.8,2.2,112.1,110.0,0.578,0.554,0.452,0.34,0.816,47.2,23.8,14.4,7.3,6.0,4.7,109.9,105.3,0.561,1,02/11/2022
Atlanta Hawks,San Antonio Spurs,0.364,0.464,0.352,0.738,45.4,27.7,12.6,7.6,5.1,-0.3,110.5,110.5,0.549,0.481,0.468,0.376,0.802,45.0,24.8,12.6,7.0,4.5,0.5,113.6,113.1,0.576,0,02/11/2022
Chicago Bulls,Minnesota Timberwolves,0.527,0.447,0.35,0.765,44.4,24.7,14.4,8.6,5.7,1.7,111.5,109.7,0.558,0.618,0.48,0.375,0.814,43.3,24.6,13.1,7.3,4.6,1.8,113.1,111.4,0.582,1,02/11/2022
Utah Jazz,Orlando Magic,0.232,0.433,0.33,0.787,43.8,23.4,14.7,6.8,4.8,-8.0,103.9,111.9,0.536,0.618,0.472,0.361,0.779,46.8,22.6,14.5,7.1,5.0,6.6,115.6,109.1,0.591,1,02/11/2022
Portland Trail Blazers,New York Knicks,0.446,0.435,0.354,0.746,47.6,22.2,14.1,7.2,5.0,-1.3,108.3,110.1,0.545,0.393,0.447,0.354,0.761,44.4,23.0,14.0,7.8,4.7,-4.6,109.0,114.0,0.558,1,02/12/2022
New Orleans Pelicans,San Antonio Spurs,0.375,0.466,0.355,0.74,45.2,27.8,12.7,7.7,5.1,0.0,110.8,110.6,0.551,0.4,0.442,0.326,0.793,46.1,25.2,14.7,7.8,4.3,-3.5,107.9,111.1,0.544,0,02/12/2022
Washington Wizards,Sacramento Kings,0.368,0.456,0.344,0.76,43.7,23.4,14.1,7.2,4.7,-4.9,109.5,114.4,0.555,0.463,0.463,0.323,0.781,44.9,24.4,13.5,6.2,5.0,-3.1,108.8,111.7,0.558,0,02/12/2022
Charlotte Hornets,Memphis Grizzlies,0.684,0.458,0.342,0.737,48.6,25.1,13.3,10.0,6.3,4.8,112.7,108.2,0.548,0.509,0.459,0.361,0.736,43.7,26.6,13.0,8.6,4.7,-0.6,111.8,112.3,0.562,0,02/12/2022
Philadelphia 76ers,Cleveland Cavaliers,0.625,0.466,0.352,0.753,46.5,26.0,15.3,7.5,4.5,4.7,109.9,105.2,0.566,0.6,0.464,0.355,0.811,43.7,23.9,12.9,7.8,5.9,2.3,111.2,108.6,0.568,1,02/12/2022
Toronto Raptors,Denver Nuggets,0.545,0.473,0.353,0.785,44.5,27.7,14.3,7.4,3.8,2.0,111.8,109.9,0.577,0.574,0.444,0.357,0.759,46.1,22.8,13.3,9.5,5.0,2.3,111.9,109.7,0.545,0,02/12/2022
Miami Heat,Brooklyn Nets,0.527,0.468,0.352,0.813,45.0,25.3,14.0,7.0,5.5,-0.2,111.5,111.5,0.568,0.643,0.461,0.377,0.816,45.7,26.6,15.4,7.9,3.4,4.9,112.1,107.3,0.577,1,02/12/2022
Chicago Bulls,Oklahoma City Thunder,0.309,0.417,0.312,0.767,46.6,21.5,13.9,7.6,4.6,-6.9,101.7,108.6,0.517,0.625,0.483,0.376,0.813,43.3,24.8,13.1,7.2,4.6,2.0,113.4,111.6,0.584,1,02/12/2022
Phoenix Suns,Orlando Magic,0.228,0.433,0.33,0.787,43.7,23.4,14.8,6.9,4.8,-8.1,103.8,111.9,0.536,0.818,0.48,0.36,0.793,46.1,26.8,13.0,8.5,4.2,7.9,113.4,105.5,0.576,1,02/12/2022
Golden State Warriors,Los Angeles Lakers,0.464,0.466,0.349,0.723,43.8,23.7,14.5,7.9,5.5,-1.5,108.7,110.2,0.562,0.732,0.466,0.363,0.766,46.4,27.6,15.5,9.4,4.9,7.6,111.4,103.9,0.58,1,02/12/2022
Dallas Mavericks,LA Clippers,0.474,0.451,0.36,0.788,44.1,23.5,14.3,7.5,4.5,-1.6,107.1,108.7,0.555,0.589,0.454,0.338,0.773,45.5,24.8,13.1,7.4,4.3,3.4,110.4,106.9,0.56,0,02/12/2022
Boston Celtics,Atlanta Hawks,0.473,0.468,0.375,0.803,45.0,24.9,12.6,7.0,4.5,0.2,113.6,113.4,0.576,0.561,0.451,0.339,0.814,47.3,23.8,14.3,7.4,6.0,4.7,109.8,105.1,0.559,1,02/13/2022
Indiana Pacers,Minnesota Timberwolves,0.518,0.448,0.349,0.766,44.2,24.8,14.3,8.6,5.7,1.5,111.7,110.1,0.559,0.333,0.455,0.335,0.769,45.0,24.5,14.6,7.0,5.6,-2.6,110.1,112.7,0.555,0,02/13/2022
Washington Wizards,Detroit Pistons,0.214,0.421,0.316,0.775,42.9,22.7,14.6,7.8,4.9,-10.3,102.9,113.1,0.522,0.455,0.463,0.323,0.78,44.7,24.5,13.4,6.3,5.0,-3.3,108.9,112.0,0.558,1,02/14/2022
Brooklyn Nets,Sacramento Kings,0.379,0.458,0.346,0.762,43.7,23.4,14.1,7.1,4.6,-4.6,109.8,114.4,0.557,0.518,0.468,0.351,0.81,44.9,25.1,13.9,7.1,5.4,-0.3,111.5,111.6,0.567,1,02/14/2022
New York Knicks,Oklahoma City Thunder,0.304,0.417,0.312,0.766,46.5,21.5,13.8,7.6,4.7,-6.9,101.7,108.5,0.516,0.439,0.434,0.353,0.748,47.5,22.1,14.1,7.1,5.0,-1.5,108.3,110.1,0.545,0,02/14/2022
Milwaukee Bucks,Portland Trail Blazers,0.404,0.448,0.354,0.762,44.5,23.1,14.1,7.7,4.7,-4.4,109.1,113.8,0.559,0.614,0.46,0.363,0.777,46.4,23.4,13.6,7.7,4.2,3.7,112.5,109.0,0.573,0,02/14/2022
