Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Los Angeles Lakers,Sacramento Kings,0021600833,96,0.339,0.445,0.353,0.769,44.5,20.9,15.5,7.8,3.9,-5.9,105.8,111.6,0.539,97,0.418,0.457,0.365,0.779,42.4,23.5,15.1,8.6,4.2,-2.5,107.4,110.3,0.557,0,02/14/2017
Chicago Bulls,Toronto Raptors,0021600831,105,0.473,0.44,0.316,0.796,48.6,22.0,14.1,8.1,5.2,-0.9,106.3,107.3,0.524,94,0.582,0.466,0.372,0.804,44.3,19.4,12.6,8.9,5.1,4.6,113.1,108.6,0.565,1,02/14/2017
Minnesota Timberwolves,Cleveland Cavaliers,0021600832,108,0.382,0.464,0.349,0.789,44.3,24.4,15.0,8.0,4.8,-1.1,109.2,109.9,0.553,116,0.698,0.464,0.39,0.753,44.8,22.7,14.3,7.5,4.1,5.4,113.1,107.9,0.576,0,02/14/2017
Golden State Warriors,Sacramento Kings,0021600847,109,0.836,0.501,0.388,0.791,43.6,30.4,14.5,9.3,6.4,12.4,116.1,104.0,0.606,86,0.429,0.458,0.364,0.778,42.4,23.5,15.2,8.6,4.2,-2.4,107.3,110.2,0.557,1,02/15/2017
Phoenix Suns,Los Angeles Lakers,0021600844,137,0.304,0.444,0.343,0.788,44.1,18.3,15.5,8.2,4.3,-6.2,105.7,111.6,0.536,101,0.333,0.445,0.354,0.767,44.5,20.9,15.5,7.8,3.9,-5.8,105.8,111.4,0.539,1,02/15/2017
Brooklyn Nets,Milwaukee Bucks,0021600838,125,0.164,0.441,0.339,0.794,42.9,20.6,16.6,6.8,4.6,-8.6,102.8,111.3,0.548,129,0.444,0.476,0.37,0.76,43.1,25.5,14.7,8.6,5.8,0.2,109.0,108.9,0.565,0,02/15/2017
Boston Celtics,Philadelphia 76ers,0021600836,116,0.655,0.456,0.368,0.817,42.6,25.9,13.0,7.7,4.4,2.8,111.6,108.8,0.568,108,0.382,0.438,0.352,0.76,42.9,23.7,16.8,8.4,5.5,-5.6,101.9,107.3,0.537,1,02/15/2017
LA Clippers,Atlanta Hawks,0021600846,99,0.618,0.468,0.379,0.746,44.8,23.0,13.4,7.6,4.8,3.7,110.8,107.2,0.568,84,0.582,0.456,0.342,0.731,44.6,24.4,15.5,8.5,5.1,-0.2,105.7,105.7,0.544,1,02/15/2017
Orlando Magic,San Antonio Spurs,0021600834,79,0.368,0.442,0.332,0.723,44.4,22.9,13.8,7.1,5.3,-6.4,103.2,109.4,0.523,107,0.764,0.475,0.404,0.808,45.6,24.8,13.8,8.3,6.0,8.3,111.3,103.1,0.572,0,02/15/2017
Houston Rockets,Miami Heat,0021600841,109,0.702,0.466,0.365,0.762,43.9,25.4,15.4,8.3,4.5,6.7,114.0,107.4,0.585,117,0.429,0.451,0.356,0.693,45.5,21.9,14.1,7.3,5.7,-1.2,105.3,106.6,0.533,0,02/15/2017
Cleveland Cavaliers,Indiana Pacers,0021600835,113,0.704,0.465,0.389,0.752,44.9,22.8,14.2,7.4,4.1,5.4,113.3,108.0,0.577,104,0.527,0.465,0.369,0.811,41.9,22.7,14.1,8.6,5.4,-0.6,107.1,107.5,0.558,1,02/15/2017
Detroit Pistons,Dallas Mavericks,0021600839,98,0.464,0.456,0.336,0.737,46.3,22.1,12.8,7.4,4.0,-0.6,105.7,106.5,0.529,91,0.4,0.443,0.36,0.801,41.1,21.8,12.6,8.3,4.0,-2.4,105.4,107.6,0.544,1,02/15/2017
Utah Jazz,Portland Trail Blazers,0021600843,111,0.607,0.463,0.361,0.756,46.6,21.1,14.6,7.3,5.2,4.6,108.4,103.7,0.562,88,0.418,0.454,0.359,0.783,43.7,22.1,13.8,6.9,5.0,-2.5,108.5,110.9,0.553,1,02/15/2017
Denver Nuggets,Minnesota Timberwolves,0021600842,99,0.455,0.462,0.371,0.762,46.9,24.7,15.5,6.8,4.2,-1.0,111.3,112.5,0.56,112,0.375,0.464,0.35,0.789,44.3,24.5,15.0,8.0,4.7,-1.2,109.3,110.2,0.554,0,02/15/2017
Toronto Raptors,Charlotte Hornets,0021600837,90,0.571,0.465,0.37,0.804,44.2,19.3,12.7,8.9,5.1,4.3,112.9,108.6,0.565,85,0.436,0.439,0.352,0.805,45.9,23.9,12.3,6.7,5.2,0.4,107.3,107.3,0.543,1,02/15/2017
Oklahoma City Thunder,New York Knicks,0021600845,116,0.554,0.449,0.318,0.746,46.7,21.2,15.3,7.8,5.3,-0.3,107.0,107.1,0.537,105,0.411,0.448,0.359,0.777,46.8,22.2,14.4,7.4,5.9,-3.0,107.7,110.7,0.535,1,02/15/2017
Memphis Grizzlies,New Orleans Pelicans,0021600840,91,0.596,0.433,0.356,0.789,45.8,22.0,13.7,8.8,4.9,1.5,106.7,105.2,0.534,95,0.393,0.445,0.355,0.747,44.0,22.6,13.0,7.7,5.9,-3.3,103.6,106.9,0.535,0,02/15/2017
Chicago Bulls,Boston Celtics,0021600849,104,0.482,0.441,0.318,0.796,48.4,22.1,14.1,8.1,5.2,-0.7,106.4,107.2,0.525,103,0.661,0.456,0.369,0.815,42.5,25.8,13.2,7.8,4.4,2.9,111.5,108.6,0.569,1,02/16/2017
Indiana Pacers,Washington Wizards,0021600848,98,0.518,0.465,0.371,0.811,42.0,22.9,14.1,8.5,5.3,-0.7,107.2,107.8,0.558,111,0.611,0.477,0.373,0.784,43.9,24.0,14.6,8.6,4.2,2.7,109.7,107.2,0.563,0,02/16/2017
Golden State Warriors,LA Clippers,0021600854,123,0.839,0.501,0.388,0.789,43.7,30.5,14.4,9.4,6.5,12.6,116.1,103.7,0.605,113,0.625,0.468,0.379,0.748,44.7,23.0,13.4,7.8,4.8,3.9,110.7,106.8,0.568,1,02/23/2017
Orlando Magic,Portland Trail Blazers,0021600850,103,0.362,0.441,0.331,0.724,44.2,22.8,13.9,7.0,5.3,-6.8,103.0,109.6,0.522,112,0.411,0.453,0.36,0.783,43.7,22.0,13.9,7.0,4.9,-2.8,108.3,111.0,0.552,0,02/23/2017
Cleveland Cavaliers,New York Knicks,0021600853,119,0.709,0.465,0.39,0.754,44.8,22.8,14.1,7.4,4.1,5.5,113.5,108.1,0.578,104,0.404,0.448,0.362,0.778,46.7,22.1,14.4,7.4,6.0,-3.2,107.6,110.8,0.536,1,02/23/2017
Detroit Pistons,Charlotte Hornets,0021600851,114,0.474,0.455,0.335,0.74,46.4,21.9,12.8,7.3,4.0,-0.5,105.6,106.3,0.529,108,0.429,0.439,0.351,0.805,45.9,23.9,12.5,6.8,5.2,0.3,107.0,107.1,0.543,1,02/23/2017
Sacramento Kings,Denver Nuggets,0021600855,116,0.421,0.456,0.363,0.778,42.6,23.5,15.2,8.5,4.2,-2.8,107.0,110.2,0.555,100,0.446,0.461,0.37,0.761,46.9,24.8,15.5,6.7,4.2,-1.2,111.1,112.5,0.558,1,02/23/2017
New Orleans Pelicans,Houston Rockets,0021600852,99,0.404,0.446,0.357,0.745,43.9,22.6,13.0,7.8,5.9,-3.1,103.6,106.8,0.535,129,0.69,0.465,0.364,0.763,43.9,25.4,15.3,8.2,4.5,6.4,114.1,107.7,0.584,0,02/23/2017
Philadelphia 76ers,Washington Wizards,0021600856,120,0.375,0.439,0.35,0.759,42.9,23.6,16.8,8.5,5.5,-5.6,101.8,107.3,0.537,112,0.618,0.477,0.376,0.783,43.9,24.0,14.6,8.6,4.2,2.8,110.0,107.2,0.564,1,02/24/2017
Chicago Bulls,Phoenix Suns,0021600859,128,0.491,0.44,0.316,0.8,48.6,22.1,14.1,8.0,5.2,-0.7,106.6,107.3,0.525,121,0.316,0.446,0.344,0.79,44.3,18.5,15.5,8.2,4.4,-5.4,106.1,111.3,0.539,1,02/24/2017
LA Clippers,San Antonio Spurs,0021600865,97,0.614,0.467,0.38,0.746,44.6,23.0,13.4,7.9,4.7,3.6,110.6,107.0,0.567,105,0.768,0.475,0.4,0.808,45.7,24.9,13.8,8.4,6.0,8.7,111.4,102.8,0.571,0,02/24/2017
Milwaukee Bucks,Utah Jazz,0021600860,95,0.455,0.478,0.371,0.759,43.0,25.5,14.6,8.8,5.7,0.3,109.2,109.1,0.567,109,0.614,0.464,0.363,0.754,46.6,21.1,14.6,7.3,5.2,4.9,108.6,103.5,0.563,0,02/24/2017
Indiana Pacers,Memphis Grizzlies,0021600857,102,0.509,0.466,0.369,0.811,41.9,22.9,14.1,8.5,5.2,-0.9,107.2,108.0,0.558,92,0.586,0.432,0.353,0.789,45.9,22.0,13.8,8.8,4.8,1.4,106.5,105.1,0.533,1,02/24/2017
Atlanta Hawks,Miami Heat,0021600863,90,0.571,0.455,0.341,0.73,44.6,24.3,15.6,8.4,5.0,-0.5,105.3,105.6,0.543,108,0.439,0.452,0.356,0.693,45.5,22.0,14.1,7.2,5.8,-1.0,105.6,106.8,0.534,0,02/24/2017
Minnesota Timberwolves,Dallas Mavericks,0021600862,97,0.386,0.464,0.35,0.791,44.3,24.4,14.8,8.1,4.7,-0.9,109.4,110.0,0.554,84,0.393,0.441,0.358,0.803,41.1,21.8,12.5,8.4,4.0,-2.5,105.2,107.5,0.542,1,02/24/2017
Denver Nuggets,Brooklyn Nets,0021600864,129,0.439,0.461,0.369,0.761,46.8,24.7,15.5,6.8,4.2,-1.4,110.8,112.6,0.558,109,0.161,0.442,0.34,0.794,42.8,20.8,16.6,6.8,4.6,-8.6,103.1,111.5,0.55,1,02/24/2017
Toronto Raptors,Boston Celtics,0021600858,107,0.579,0.464,0.37,0.803,44.3,19.4,12.7,8.9,5.0,4.3,112.6,108.3,0.564,97,0.649,0.457,0.369,0.815,42.4,25.8,13.1,7.7,4.4,2.8,111.6,108.8,0.569,1,02/24/2017
Oklahoma City Thunder,Los Angeles Lakers,0021600861,110,0.561,0.449,0.321,0.745,46.7,21.2,15.3,7.9,5.3,-0.1,107.2,107.1,0.538,93,0.328,0.444,0.354,0.767,44.3,20.8,15.4,7.9,3.8,-6.3,105.5,111.7,0.538,1,02/24/2017
Golden State Warriors,Brooklyn Nets,0021600873,112,0.842,0.501,0.39,0.791,43.8,30.4,14.5,9.4,6.5,12.5,116.1,103.8,0.606,95,0.158,0.443,0.34,0.789,42.7,20.9,16.6,6.8,4.6,-8.7,103.1,111.6,0.55,1,02/25/2017
New York Knicks,Philadelphia 76ers,0021600868,110,0.397,0.447,0.361,0.777,46.7,22.2,14.4,7.3,6.0,-3.4,107.6,110.9,0.535,109,0.386,0.44,0.35,0.76,42.9,23.7,16.8,8.5,5.5,-5.4,102.0,107.3,0.538,1,02/25/2017
Orlando Magic,Atlanta Hawks,0021600867,105,0.356,0.44,0.331,0.724,44.2,22.8,13.9,7.1,5.3,-6.9,103.0,109.6,0.522,86,0.561,0.454,0.341,0.728,44.7,24.1,15.5,8.4,5.0,-0.8,105.1,105.7,0.542,1,02/25/2017
Houston Rockets,Minnesota Timberwolves,0021600872,142,0.695,0.465,0.365,0.763,43.9,25.4,15.3,8.3,4.5,6.8,114.2,107.4,0.585,130,0.397,0.465,0.35,0.79,44.3,24.4,14.9,8.1,4.7,-0.7,109.3,109.7,0.554,1,02/25/2017
Cleveland Cavaliers,Chicago Bulls,0021600871,99,0.714,0.466,0.39,0.754,44.8,22.9,14.1,7.3,4.2,5.7,113.6,108.1,0.579,117,0.5,0.441,0.319,0.799,48.4,22.2,14.0,8.1,5.1,-0.6,106.7,107.4,0.526,0,02/25/2017
Miami Heat,Indiana Pacers,0021600869,113,0.448,0.451,0.359,0.694,45.7,22.2,14.1,7.2,5.8,-0.7,105.7,106.5,0.534,95,0.517,0.466,0.37,0.813,42.1,22.9,14.2,8.5,5.3,-0.7,107.3,107.8,0.559,1,02/25/2017
Dallas Mavericks,New Orleans Pelicans,0021600870,96,0.386,0.441,0.355,0.802,41.0,21.7,12.6,8.4,4.0,-2.7,105.0,107.4,0.541,83,0.397,0.446,0.353,0.746,43.9,22.6,13.2,7.8,6.0,-3.6,103.4,107.0,0.535,1,02/25/2017
Sacramento Kings,Charlotte Hornets,0021600866,85,0.431,0.457,0.364,0.779,42.6,23.6,15.2,8.5,4.2,-2.5,107.2,110.0,0.556,99,0.421,0.438,0.349,0.808,45.9,23.8,12.4,6.7,5.2,0.1,106.9,107.1,0.542,0,02/25/2017
Los Angeles Lakers,San Antonio Spurs,0021600874,98,0.322,0.443,0.35,0.763,44.4,20.8,15.4,8.0,3.9,-6.5,105.2,111.6,0.536,119,0.772,0.474,0.399,0.809,45.9,24.9,13.9,8.5,6.1,8.7,111.5,102.8,0.571,0,02/26/2017
LA Clippers,Charlotte Hornets,0021600881,124,0.603,0.467,0.379,0.748,44.5,22.9,13.4,7.9,4.7,3.4,110.5,107.1,0.566,121,0.431,0.438,0.35,0.81,46.1,23.8,12.4,6.8,5.2,0.4,107.0,106.9,0.542,1,02/26/2017
Detroit Pistons,Boston Celtics,0021600879,98,0.483,0.454,0.337,0.742,46.6,22.0,12.7,7.3,3.9,-0.3,105.6,106.2,0.529,104,0.638,0.456,0.368,0.816,42.3,25.7,13.1,7.6,4.4,2.6,111.5,108.9,0.569,0,02/26/2017
Milwaukee Bucks,Phoenix Suns,0021600875,100,0.446,0.477,0.371,0.76,42.9,25.4,14.6,8.7,5.7,0.0,109.2,109.2,0.566,96,0.31,0.448,0.344,0.787,44.1,18.6,15.5,8.2,4.4,-5.4,106.2,111.3,0.54,1,02/26/2017
Denver Nuggets,Memphis Grizzlies,0021600876,98,0.448,0.462,0.371,0.76,46.8,24.8,15.4,6.9,4.1,-1.1,111.0,112.3,0.559,105,0.576,0.431,0.352,0.785,45.8,22.0,13.7,8.8,4.8,1.2,106.3,105.2,0.532,0,02/26/2017
Washington Wizards,Utah Jazz,0021600877,92,0.607,0.476,0.373,0.782,43.8,23.9,14.6,8.6,4.2,2.6,109.8,107.2,0.563,102,0.621,0.464,0.363,0.758,46.6,21.2,14.7,7.3,5.2,5.1,108.7,103.5,0.564,0,02/26/2017
Toronto Raptors,Portland Trail Blazers,0021600878,112,0.586,0.464,0.37,0.802,44.3,19.3,12.7,8.8,5.0,4.4,112.7,108.3,0.564,106,0.421,0.454,0.361,0.783,43.7,21.9,14.0,7.0,5.0,-2.6,108.3,110.9,0.553,1,02/26/2017
Oklahoma City Thunder,New Orleans Pelicans,0021600880,118,0.569,0.449,0.323,0.744,46.9,21.3,15.3,7.9,5.3,0.2,107.2,106.8,0.537,110,0.39,0.445,0.351,0.744,43.9,22.6,13.3,7.8,5.9,-3.8,103.1,106.9,0.534,1,02/26/2017
Philadelphia 76ers,Golden State Warriors,0021600883,108,0.379,0.439,0.347,0.761,43.1,23.6,16.7,8.5,5.5,-5.3,102.1,107.3,0.537,119,0.845,0.5,0.389,0.791,43.9,30.4,14.4,9.4,6.6,12.6,115.9,103.5,0.604,0,02/27/2017
New York Knicks,Toronto Raptors,0021600882,91,0.407,0.448,0.36,0.777,46.7,22.2,14.4,7.3,6.0,-3.3,107.6,110.9,0.535,92,0.593,0.466,0.37,0.801,44.2,19.3,12.7,8.8,5.0,4.4,112.7,108.3,0.565,0,02/27/2017
Boston Celtics,Atlanta Hawks,0021600885,98,0.644,0.455,0.368,0.816,42.5,25.7,13.2,7.7,4.3,2.7,111.3,108.7,0.568,114,0.552,0.452,0.34,0.725,44.7,24.0,15.6,8.3,5.0,-1.1,104.7,105.6,0.54,0,02/27/2017
Houston Rockets,Indiana Pacers,0021600886,108,0.7,0.465,0.365,0.763,43.6,25.5,15.3,8.4,4.5,6.9,114.5,107.6,0.586,117,0.508,0.465,0.37,0.814,42.2,22.9,14.2,8.5,5.3,-1.0,107.1,108.0,0.558,0,02/27/2017
Cleveland Cavaliers,Milwaukee Bucks,0021600884,102,0.702,0.466,0.39,0.754,44.8,23.0,14.1,7.3,4.1,5.2,113.4,108.3,0.579,95,0.456,0.478,0.37,0.762,42.8,25.4,14.7,8.7,5.7,0.1,109.1,109.0,0.567,1,02/27/2017
Dallas Mavericks,Miami Heat,0021600887,96,0.397,0.441,0.357,0.801,41.1,21.8,12.7,8.5,4.0,-2.4,104.9,107.0,0.542,89,0.458,0.452,0.36,0.696,45.7,22.2,14.1,7.3,5.7,-0.4,105.9,106.3,0.535,1,02/27/2017
Sacramento Kings,Minnesota Timberwolves,0021600888,88,0.424,0.456,0.365,0.78,42.7,23.5,15.2,8.4,4.2,-2.7,106.9,110.0,0.555,102,0.39,0.467,0.35,0.79,44.5,24.4,15.0,8.1,4.7,-0.9,109.5,110.1,0.555,0,02/27/2017
Los Angeles Lakers,Charlotte Hornets,0021600894,104,0.317,0.444,0.35,0.761,44.4,20.7,15.4,8.0,3.9,-6.8,105.1,111.7,0.535,109,0.424,0.438,0.352,0.812,46.0,23.7,12.4,6.7,5.1,0.3,107.1,107.1,0.544,0,02/28/2017
Chicago Bulls,Denver Nuggets,0021600891,107,0.508,0.442,0.324,0.797,48.4,22.5,13.9,8.0,5.1,-0.2,107.0,107.3,0.527,125,0.441,0.462,0.37,0.76,46.7,24.9,15.4,6.9,4.1,-1.2,110.9,112.3,0.558,0,02/28/2017
Detroit Pistons,Portland Trail Blazers,0021600890,120,0.475,0.454,0.338,0.733,46.5,22.0,12.8,7.3,3.9,-0.4,105.5,106.1,0.529,113,0.414,0.454,0.362,0.783,43.7,21.8,14.0,7.0,5.0,-2.7,108.3,111.0,0.553,1,02/28/2017
Washington Wizards,Golden State Warriors,0021600889,112,0.596,0.475,0.373,0.782,43.6,23.9,14.6,8.7,4.2,2.4,109.5,107.2,0.562,108,0.847,0.499,0.386,0.793,43.9,30.4,14.4,9.5,6.6,12.6,115.9,103.6,0.604,1,02/28/2017
Memphis Grizzlies,Phoenix Suns,0021600892,130,0.583,0.432,0.352,0.787,45.9,22.0,13.8,8.9,4.8,1.3,106.4,105.2,0.533,112,0.305,0.448,0.344,0.786,44.1,18.7,15.6,8.2,4.5,-5.4,106.0,111.2,0.539,1,02/28/2017
Oklahoma City Thunder,Utah Jazz,0021600893,109,0.576,0.45,0.322,0.745,47.0,21.3,15.3,7.8,5.2,0.3,107.4,106.9,0.538,106,0.627,0.464,0.365,0.757,46.6,21.1,14.9,7.4,5.3,5.2,108.6,103.4,0.564,1,02/28/2017
San Antonio Spurs,Indiana Pacers,0021600902,100,0.776,0.475,0.4,0.809,45.9,25.1,13.8,8.5,6.0,8.9,111.6,102.7,0.571,99,0.517,0.465,0.371,0.815,42.3,23.0,14.2,8.5,5.3,-0.9,107.2,108.0,0.558,1,03/01/2017
Boston Celtics,Cleveland Cavaliers,0021600901,103,0.633,0.454,0.367,0.815,42.4,25.6,13.3,7.7,4.3,2.3,111.0,108.7,0.567,99,0.707,0.467,0.39,0.756,44.8,22.9,14.1,7.3,4.1,5.3,113.4,108.3,0.579,1,03/01/2017
LA Clippers,Houston Rockets,0021600904,103,0.61,0.467,0.377,0.747,44.5,23.0,13.3,8.0,4.6,3.4,110.7,107.3,0.566,122,0.689,0.464,0.362,0.764,43.5,25.4,15.2,8.4,4.5,6.6,114.3,107.7,0.585,0,03/01/2017
Orlando Magic,New York Knicks,0021600895,90,0.367,0.44,0.33,0.728,44.2,22.7,13.9,7.1,5.3,-6.4,103.0,109.2,0.523,101,0.4,0.448,0.36,0.778,46.6,22.1,14.4,7.3,6.0,-3.3,107.5,110.8,0.535,0,03/01/2017
Miami Heat,Philadelphia 76ers,0021600898,125,0.45,0.452,0.36,0.694,45.7,22.2,14.2,7.3,5.7,-0.5,105.8,106.4,0.535,98,0.373,0.439,0.346,0.763,43.0,23.6,16.8,8.5,5.4,-5.4,102.2,107.4,0.538,1,03/01/2017
Milwaukee Bucks,Denver Nuggets,0021600899,98,0.448,0.477,0.37,0.76,42.7,25.5,14.6,8.6,5.7,0.0,109.0,109.1,0.566,110,0.45,0.463,0.371,0.762,46.7,24.9,15.4,6.9,4.1,-0.9,111.1,112.2,0.56,0,03/01/2017
Utah Jazz,Minnesota Timberwolves,0021600903,80,0.617,0.464,0.365,0.758,46.5,21.2,14.7,7.4,5.3,5.0,108.7,103.6,0.564,107,0.4,0.466,0.35,0.789,44.6,24.4,14.9,8.2,4.7,-0.6,109.4,109.8,0.554,0,03/01/2017
Atlanta Hawks,Dallas Mavericks,0021600897,100,0.559,0.453,0.339,0.726,44.9,24.0,15.5,8.4,5.1,-0.8,104.8,105.5,0.541,95,0.407,0.441,0.359,0.804,41.2,21.7,12.7,8.4,4.0,-2.2,104.9,106.9,0.542,1,03/01/2017
