Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Detroit Pistons,Indiana Pacers,0021600400,90,0.5,0.454,0.346,0.752,47.3,22.1,12.5,7.3,4.0,2.8,105.3,102.7,0.527,105,0.481,0.453,0.361,0.806,42.3,22.1,14.5,8.9,5.9,-2.3,104.3,106.3,0.543,0,12/17/2016
Atlanta Hawks,Charlotte Hornets,0021600401,99,0.5,0.459,0.33,0.713,44.6,24.5,17.0,9.0,5.5,-1.6,103.9,105.5,0.541,107,0.519,0.434,0.35,0.755,46.8,23.8,12.3,6.7,5.1,1.6,106.1,104.8,0.535,0,12/17/2016
Denver Nuggets,New York Knicks,0021600404,127,0.385,0.439,0.356,0.752,48.7,21.7,16.5,6.6,4.4,-2.7,106.6,109.4,0.535,114,0.538,0.444,0.354,0.771,46.7,22.4,14.1,7.5,5.9,-2.7,106.1,109.4,0.53,1,12/17/2016
Minnesota Timberwolves,Houston Rockets,0021600403,109,0.28,0.452,0.345,0.774,44.3,22.6,15.2,7.6,4.8,-3.1,108.0,110.6,0.544,111,0.741,0.47,0.385,0.74,45.5,25.7,16.2,8.0,4.7,7.5,114.1,106.6,0.586,0,12/17/2016
Oklahoma City Thunder,Phoenix Suns,0021600399,114,0.577,0.453,0.328,0.717,45.8,21.7,15.7,7.8,5.0,0.7,105.6,104.5,0.536,101,0.308,0.44,0.334,0.765,44.4,17.8,15.5,8.5,4.1,-6.3,103.2,108.9,0.53,1,12/17/2016
Philadelphia 76ers,Brooklyn Nets,0021600408,108,0.231,0.433,0.353,0.729,44.3,23.3,17.3,7.9,5.8,-7.9,99.6,107.5,0.527,107,0.28,0.438,0.329,0.78,43.4,20.1,16.5,7.5,4.2,-7.7,103.7,111.3,0.547,1,12/18/2016
San Antonio Spurs,New Orleans Pelicans,0021600412,113,0.808,0.468,0.396,0.824,44.6,24.9,13.9,8.6,5.9,6.4,109.8,103.5,0.567,100,0.321,0.438,0.329,0.761,44.2,22.4,13.2,7.8,6.1,-4.5,101.8,106.2,0.526,1,12/18/2016
Orlando Magic,Toronto Raptors,0021600409,79,0.429,0.431,0.338,0.709,45.5,23.2,13.2,6.9,5.9,-4.5,103.1,107.4,0.515,109,0.692,0.479,0.401,0.814,43.9,21.3,12.3,9.1,4.6,8.7,117.0,108.3,0.583,0,12/18/2016
Miami Heat,Boston Celtics,0021600410,95,0.333,0.432,0.327,0.667,47.6,21.6,13.6,7.3,5.9,-3.0,103.2,106.2,0.507,105,0.538,0.447,0.356,0.785,43.8,25.8,12.8,7.6,4.8,1.5,107.9,106.5,0.547,0,12/18/2016
Dallas Mavericks,Sacramento Kings,0021600411,99,0.231,0.422,0.338,0.797,41.6,20.5,13.4,8.5,3.8,-7.5,100.8,108.1,0.519,79,0.385,0.444,0.344,0.77,43.5,22.7,14.7,8.6,4.4,-1.9,105.8,108.1,0.536,1,12/18/2016
Washington Wizards,LA Clippers,0021600406,117,0.44,0.461,0.357,0.779,42.8,22.5,14.6,9.3,3.7,-1.5,106.8,108.4,0.543,110,0.741,0.466,0.382,0.762,44.9,22.8,12.8,8.6,4.8,8.8,112.0,103.5,0.57,1,12/18/2016
Memphis Grizzlies,Utah Jazz,0021600407,73,0.643,0.418,0.329,0.78,46.6,21.0,14.6,9.0,5.7,0.0,102.1,102.1,0.514,82,0.63,0.471,0.368,0.782,46.3,21.0,14.3,6.8,5.7,6.0,110.0,103.7,0.575,0,12/18/2016
Chicago Bulls,Detroit Pistons,0021600414,113,0.5,0.436,0.302,0.799,50.3,21.5,14.3,7.9,5.6,1.2,105.7,104.3,0.519,82,0.483,0.451,0.345,0.751,47.1,22.1,12.4,7.3,3.9,2.2,105.0,103.0,0.525,1,12/19/2016
Indiana Pacers,Washington Wizards,0021600413,107,0.5,0.454,0.36,0.804,42.7,22.1,14.4,8.8,5.8,-1.6,104.6,106.0,0.543,105,0.462,0.463,0.363,0.774,42.5,22.6,14.6,9.4,3.7,-1.2,107.3,108.5,0.546,1,12/19/2016
Denver Nuggets,Dallas Mavericks,0021600417,117,0.407,0.444,0.357,0.745,48.4,21.8,16.2,6.6,4.5,-2.1,107.3,109.5,0.538,107,0.259,0.422,0.34,0.798,41.8,20.6,13.3,8.6,3.9,-6.4,101.1,107.3,0.521,1,12/19/2016
Minnesota Timberwolves,Phoenix Suns,0021600416,115,0.269,0.452,0.344,0.773,44.6,22.7,15.4,7.6,4.9,-3.1,107.5,110.1,0.543,108,0.296,0.44,0.335,0.765,44.4,17.7,15.6,8.3,4.2,-6.5,103.3,109.3,0.529,1,12/19/2016
Oklahoma City Thunder,Atlanta Hawks,0021600415,108,0.593,0.455,0.33,0.718,45.7,22.0,15.7,8.0,5.0,1.1,106.0,104.5,0.538,110,0.481,0.459,0.332,0.709,44.7,24.6,16.8,8.9,5.4,-1.9,103.8,105.6,0.541,0,12/19/2016
Philadelphia 76ers,New Orleans Pelicans,0021600418,93,0.259,0.433,0.356,0.735,44.3,23.2,17.3,7.8,5.8,-7.6,99.8,107.3,0.528,108,0.31,0.439,0.331,0.757,44.0,22.7,13.1,7.8,6.1,-4.8,101.8,106.6,0.526,0,12/20/2016
Golden State Warriors,Utah Jazz,0021600427,104,0.857,0.497,0.381,0.783,44.5,31.0,14.6,9.1,6.5,12.7,116.1,103.6,0.601,74,0.643,0.471,0.365,0.773,46.4,21.0,14.4,6.7,6.0,6.1,109.5,103.0,0.573,1,12/20/2016
New York Knicks,Indiana Pacers,0021600421,118,0.519,0.444,0.354,0.781,46.3,22.2,14.1,7.5,5.8,-3.1,106.4,110.0,0.532,111,0.517,0.454,0.359,0.806,42.7,22.0,14.4,8.7,5.7,-1.5,104.8,106.0,0.544,1,12/20/2016
LA Clippers,Denver Nuggets,0021600426,119,0.714,0.467,0.379,0.76,44.8,23.0,12.9,8.5,4.7,8.2,112.0,104.0,0.569,102,0.429,0.448,0.362,0.746,48.3,22.3,16.1,6.6,4.3,-1.6,107.9,109.7,0.542,1,12/20/2016
Houston Rockets,San Antonio Spurs,0021600425,100,0.75,0.468,0.383,0.742,45.4,25.6,16.1,8.2,4.7,7.3,113.6,106.3,0.584,102,0.815,0.469,0.4,0.823,44.8,25.2,13.9,8.5,5.9,6.7,110.1,103.5,0.568,0,12/20/2016
Miami Heat,Orlando Magic,0021600422,130,0.321,0.434,0.329,0.662,47.4,21.7,14.0,7.3,5.9,-3.3,103.0,106.3,0.51,136,0.414,0.43,0.333,0.712,45.5,22.9,13.5,6.9,5.8,-5.4,102.4,107.6,0.513,0,12/20/2016
Milwaukee Bucks,Cleveland Cavaliers,0021600423,108,0.52,0.462,0.352,0.765,45.4,24.9,14.6,8.5,5.5,1.9,106.4,104.5,0.549,114,0.76,0.464,0.401,0.755,45.7,23.2,14.2,7.3,4.5,8.0,114.3,106.6,0.58,0,12/20/2016
Sacramento Kings,Portland Trail Blazers,0021600428,126,0.37,0.442,0.34,0.767,43.6,22.5,14.8,8.6,4.4,-2.6,105.1,108.2,0.534,121,0.448,0.456,0.366,0.796,42.1,22.0,13.5,7.0,4.9,-3.5,109.3,112.9,0.559,1,12/20/2016
Charlotte Hornets,Los Angeles Lakers,0021600419,117,0.536,0.436,0.353,0.754,46.7,23.9,12.3,6.7,5.1,1.8,106.2,104.7,0.536,113,0.367,0.446,0.345,0.773,44.5,20.8,16.3,8.4,3.5,-6.2,105.0,111.1,0.537,1,12/20/2016
Toronto Raptors,Brooklyn Nets,0021600420,116,0.704,0.48,0.395,0.813,44.1,21.3,12.3,9.2,4.7,9.6,117.0,107.4,0.583,104,0.269,0.439,0.33,0.778,43.3,20.3,16.4,7.5,4.2,-7.4,103.7,111.1,0.547,1,12/20/2016
Memphis Grizzlies,Boston Celtics,0021600424,109,0.621,0.414,0.321,0.782,46.8,20.7,14.6,9.0,5.5,-0.4,101.5,101.9,0.509,112,0.556,0.447,0.354,0.783,43.6,25.6,12.9,7.8,4.7,1.8,107.8,106.1,0.547,0,12/20/2016
Chicago Bulls,Washington Wizards,0021600432,97,0.519,0.441,0.308,0.801,50.3,22.1,14.3,8.0,5.6,2.4,106.4,103.9,0.524,107,0.444,0.462,0.356,0.776,42.7,22.5,14.6,9.2,3.8,-1.2,107.2,108.6,0.545,0,12/21/2016
Phoenix Suns,Houston Rockets,0021600435,111,0.286,0.44,0.338,0.762,44.0,17.7,15.6,8.4,4.2,-6.6,103.4,109.4,0.53,125,0.724,0.465,0.375,0.748,45.6,25.5,16.2,8.2,4.7,7.0,113.2,106.2,0.58,0,12/21/2016
Cleveland Cavaliers,Milwaukee Bucks,0021600429,113,0.769,0.462,0.402,0.759,45.6,23.0,14.0,7.2,4.4,7.9,114.1,106.6,0.579,102,0.5,0.462,0.348,0.763,45.6,24.8,14.6,8.4,5.6,1.6,106.4,104.8,0.549,1,12/21/2016
Detroit Pistons,Memphis Grizzlies,0021600431,86,0.467,0.45,0.337,0.753,46.7,22.1,12.4,7.3,3.9,1.0,104.6,103.7,0.523,98,0.6,0.414,0.324,0.783,47.0,20.8,14.5,9.0,5.4,-0.5,101.8,102.1,0.509,0,12/21/2016
Portland Trail Blazers,Dallas Mavericks,0021600436,95,0.433,0.458,0.359,0.792,42.1,22.3,13.4,6.9,4.9,-3.6,109.8,113.5,0.56,96,0.25,0.426,0.347,0.797,41.4,20.7,13.3,8.4,3.9,-6.6,101.6,107.9,0.525,0,12/21/2016
Utah Jazz,Sacramento Kings,0021600434,93,0.621,0.467,0.363,0.766,46.3,20.8,14.7,6.7,5.9,4.8,108.3,103.1,0.569,94,0.393,0.446,0.343,0.771,43.2,22.5,14.6,8.4,4.4,-2.3,106.0,108.8,0.54,0,12/21/2016
Atlanta Hawks,Minnesota Timberwolves,0021600430,84,0.5,0.462,0.334,0.712,44.4,24.6,16.8,8.7,5.3,-1.7,104.2,105.9,0.544,92,0.296,0.453,0.345,0.78,44.4,22.8,15.5,7.7,4.9,-2.7,107.8,110.0,0.545,0,12/21/2016
New Orleans Pelicans,Oklahoma City Thunder,0021600433,110,0.333,0.438,0.336,0.754,44.4,22.9,13.1,7.6,6.0,-4.1,102.1,106.2,0.526,121,0.571,0.454,0.328,0.72,45.7,21.7,15.6,8.0,4.9,1.0,106.3,104.9,0.538,0,12/21/2016
New York Knicks,Orlando Magic,0021600438,106,0.536,0.446,0.361,0.782,46.1,22.3,14.1,7.4,5.9,-2.7,106.7,109.8,0.534,95,0.433,0.433,0.338,0.71,45.3,22.8,13.3,6.7,5.8,-5.0,103.0,107.8,0.515,1,12/22/2016
Brooklyn Nets,Golden State Warriors,0021600437,101,0.259,0.437,0.329,0.778,43.5,20.3,16.4,7.6,4.2,-7.6,103.5,111.1,0.546,117,0.862,0.495,0.381,0.785,44.7,30.8,14.4,9.2,6.4,13.3,115.7,102.7,0.599,0,12/22/2016
LA Clippers,San Antonio Spurs,0021600441,106,0.724,0.47,0.382,0.759,44.6,23.4,12.9,8.5,4.6,8.5,112.5,104.0,0.572,101,0.821,0.469,0.404,0.819,44.8,25.0,14.1,8.7,5.8,6.5,109.8,103.4,0.569,1,12/22/2016
Miami Heat,Los Angeles Lakers,0021600439,115,0.31,0.436,0.332,0.664,47.2,21.5,13.8,7.2,5.8,-3.3,103.3,106.7,0.511,107,0.355,0.447,0.351,0.773,44.5,21.1,16.2,8.3,3.7,-6.1,105.4,111.5,0.539,1,12/22/2016
Indiana Pacers,Boston Celtics,0021600440,102,0.5,0.453,0.356,0.806,42.6,21.9,14.2,8.7,5.7,-1.7,104.8,106.2,0.543,109,0.571,0.446,0.353,0.79,43.4,25.5,12.9,7.8,4.7,1.8,107.9,106.3,0.548,0,12/22/2016
Phoenix Suns,Philadelphia 76ers,0021600453,123,0.276,0.442,0.339,0.761,44.0,17.8,15.4,8.4,4.3,-6.8,103.7,110.1,0.531,116,0.25,0.432,0.355,0.736,44.3,23.1,17.1,7.8,5.9,-7.8,99.6,107.5,0.527,1,12/23/2016
Boston Celtics,Oklahoma City Thunder,0021600445,112,0.586,0.445,0.349,0.793,43.4,25.2,12.7,7.8,4.6,2.0,107.8,105.9,0.547,117,0.586,0.456,0.331,0.724,45.9,21.7,15.4,8.0,5.0,1.4,106.9,105.1,0.541,0,12/23/2016
LA Clippers,Dallas Mavericks,0021600455,88,0.733,0.47,0.382,0.759,44.4,23.2,12.9,8.4,4.7,8.4,112.2,104.0,0.572,90,0.276,0.426,0.342,0.798,41.4,20.5,13.3,8.6,3.9,-6.3,101.7,107.8,0.525,0,12/23/2016
Orlando Magic,Los Angeles Lakers,0021600443,109,0.419,0.433,0.332,0.711,45.1,22.7,13.4,6.7,5.8,-5.2,102.8,107.7,0.515,90,0.344,0.447,0.351,0.775,44.4,21.0,16.1,8.3,3.7,-6.2,105.5,111.6,0.539,1,12/23/2016
Cleveland Cavaliers,Brooklyn Nets,0021600444,119,0.778,0.463,0.407,0.756,45.6,23.4,14.0,7.1,4.5,8.0,114.4,106.6,0.579,99,0.25,0.437,0.33,0.778,43.5,20.3,16.7,7.5,4.3,-7.9,103.1,110.9,0.545,1,12/23/2016
Detroit Pistons,Golden State Warriors,0021600446,113,0.452,0.448,0.335,0.753,46.8,22.0,12.6,7.2,3.9,0.5,104.2,103.8,0.522,119,0.867,0.494,0.379,0.785,44.8,30.7,14.3,9.5,6.4,13.4,115.4,102.3,0.596,0,12/23/2016
Portland Trail Blazers,San Antonio Spurs,0021600454,90,0.419,0.457,0.359,0.791,42.3,22.2,13.5,6.9,4.9,-3.5,109.6,113.3,0.56,110,0.793,0.467,0.402,0.82,45.2,24.8,14.1,8.7,5.9,6.1,109.6,103.5,0.566,0,12/23/2016
Milwaukee Bucks,Washington Wizards,0021600447,123,0.481,0.462,0.35,0.761,45.4,24.8,14.5,8.4,5.7,1.1,106.5,105.4,0.549,96,0.464,0.464,0.351,0.774,42.8,22.5,14.5,9.1,3.7,-0.8,107.4,108.3,0.546,1,12/23/2016
Utah Jazz,Toronto Raptors,0021600452,98,0.6,0.466,0.362,0.768,46.4,20.8,14.6,6.7,5.9,4.6,108.2,103.3,0.568,104,0.714,0.479,0.397,0.811,44.2,21.2,12.3,9.3,4.9,9.7,116.7,107.1,0.581,0,12/23/2016
Denver Nuggets,Atlanta Hawks,0021600451,108,0.414,0.447,0.358,0.743,48.2,22.3,16.0,6.5,4.2,-2.2,107.8,110.2,0.541,109,0.483,0.46,0.332,0.711,44.3,24.5,16.6,8.8,5.4,-2.0,103.9,105.8,0.542,0,12/23/2016
Minnesota Timberwolves,Sacramento Kings,0021600450,105,0.321,0.452,0.344,0.783,44.9,22.9,15.6,7.6,5.0,-2.3,107.6,109.5,0.544,109,0.414,0.446,0.347,0.768,43.3,22.2,14.5,8.3,4.4,-2.2,106.0,108.7,0.54,0,12/23/2016
Charlotte Hornets,Chicago Bulls,0021600442,103,0.552,0.437,0.356,0.757,46.7,24.2,12.2,6.7,5.0,1.9,106.8,105.2,0.537,91,0.5,0.44,0.307,0.801,50.3,22.2,14.3,7.9,5.6,1.9,106.1,104.1,0.522,1,12/23/2016
Memphis Grizzlies,Houston Rockets,0021600448,115,0.613,0.414,0.327,0.784,46.8,21.0,14.4,9.1,5.4,0.0,101.9,101.8,0.51,109,0.733,0.467,0.378,0.742,45.4,25.7,16.1,8.1,4.8,7.2,113.7,106.4,0.582,1,12/23/2016
New Orleans Pelicans,Miami Heat,0021600449,91,0.323,0.439,0.338,0.755,44.1,23.0,13.0,7.5,5.9,-4.3,102.5,106.8,0.527,87,0.333,0.439,0.336,0.664,47.2,21.7,13.8,7.2,5.8,-2.9,103.8,106.8,0.515,1,12/23/2016
San Antonio Spurs,Chicago Bulls,0021600458,119,0.8,0.468,0.408,0.824,45.3,24.7,14.1,8.7,5.8,6.6,110.0,103.5,0.568,100,0.483,0.438,0.308,0.801,50.5,22.2,14.2,7.8,5.6,1.4,105.9,104.4,0.519,1,12/25/2016
Los Angeles Lakers,LA Clippers,0021600460,111,0.333,0.444,0.351,0.777,44.4,20.8,16.2,8.3,3.8,-6.6,105.1,111.5,0.537,102,0.71,0.469,0.385,0.758,44.4,23.1,13.2,8.5,4.7,8.1,111.8,103.8,0.572,1,12/25/2016
New York Knicks,Boston Celtics,0021600456,114,0.552,0.445,0.363,0.785,46.3,22.4,14.1,7.5,6.0,-2.3,106.6,109.3,0.534,119,0.567,0.445,0.348,0.793,43.3,25.4,12.8,7.8,4.5,1.8,108.0,106.3,0.547,0,12/25/2016
Cleveland Cavaliers,Golden State Warriors,0021600457,109,0.786,0.463,0.4,0.76,45.7,23.5,13.8,7.2,4.5,8.5,114.4,106.1,0.578,108,0.871,0.496,0.379,0.789,44.6,30.7,14.6,9.5,6.2,13.1,115.3,102.4,0.599,1,12/25/2016
Oklahoma City Thunder,Minnesota Timberwolves,0021600459,112,0.6,0.458,0.334,0.721,45.9,21.9,15.3,7.9,5.0,1.5,107.3,105.4,0.543,100,0.31,0.452,0.345,0.783,44.9,22.8,15.6,7.6,5.0,-2.4,107.9,109.8,0.545,1,12/25/2016
Chicago Bulls,Indiana Pacers,0021600465,90,0.467,0.439,0.31,0.799,50.2,22.2,14.2,7.8,5.5,0.7,105.9,105.2,0.52,85,0.484,0.453,0.354,0.809,42.8,21.8,14.3,8.6,5.6,-1.9,104.6,106.2,0.543,1,12/26/2016
Brooklyn Nets,Charlotte Hornets,0021600463,120,0.241,0.437,0.328,0.779,43.4,20.3,16.8,7.4,4.4,-8.2,102.7,110.9,0.545,118,0.567,0.437,0.354,0.76,46.9,24.3,12.2,6.7,5.3,2.2,107.0,105.0,0.537,1,12/26/2016
LA Clippers,Denver Nuggets,0021600470,102,0.688,0.468,0.383,0.759,44.4,23.1,13.2,8.5,4.7,7.5,111.5,104.0,0.571,106,0.4,0.448,0.357,0.743,48.2,22.4,16.0,6.4,4.3,-2.1,107.8,110.2,0.542,0,12/26/2016
Orlando Magic,Memphis Grizzlies,0021600462,112,0.438,0.435,0.335,0.708,45.2,22.8,13.4,6.8,6.0,-4.4,103.0,107.2,0.516,102,0.625,0.417,0.333,0.785,46.7,21.1,14.3,9.0,5.3,0.2,102.6,102.3,0.514,1,12/26/2016
Houston Rockets,Phoenix Suns,0021600467,131,0.71,0.466,0.378,0.744,45.3,25.7,16.0,8.0,4.7,6.8,113.8,107.0,0.581,115,0.3,0.444,0.343,0.759,43.9,18.0,15.5,8.3,4.3,-6.4,104.2,110.2,0.534,1,12/26/2016
Detroit Pistons,Cleveland Cavaliers,0021600464,106,0.438,0.449,0.335,0.747,46.4,21.9,12.6,7.3,3.8,0.3,104.2,104.1,0.524,90,0.793,0.46,0.398,0.758,45.6,23.4,13.7,7.5,4.4,8.2,114.1,106.1,0.575,1,12/26/2016
Portland Trail Blazers,Toronto Raptors,0021600469,91,0.406,0.457,0.36,0.785,42.1,22.2,13.7,6.9,4.8,-4.0,109.4,113.6,0.559,95,0.724,0.481,0.396,0.808,44.0,20.9,12.3,9.4,4.8,9.5,116.6,107.0,0.582,0,12/26/2016
Sacramento Kings,Philadelphia 76ers,0021600471,102,0.433,0.449,0.354,0.767,43.1,22.5,14.5,8.3,4.3,-2.0,106.4,109.0,0.543,100,0.241,0.435,0.357,0.741,43.7,23.1,17.2,7.7,5.9,-7.8,100.1,107.9,0.53,1,12/26/2016
