Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Brooklyn Nets,Toronto Raptors,0021600765,95,0.18,0.441,0.339,0.796,42.8,20.6,16.5,6.9,4.5,-8.8,103.0,111.7,0.548,103,0.588,0.463,0.371,0.804,44.3,19.3,12.6,9.1,5.3,4.6,113.0,108.4,0.564,0,02/05/2017
Boston Celtics,LA Clippers,0021600766,107,0.64,0.454,0.368,0.817,42.6,26.2,13.0,7.7,4.5,2.7,111.5,108.8,0.565,102,0.62,0.469,0.38,0.75,44.5,23.0,13.4,7.8,4.9,3.8,111.0,107.2,0.569,1,02/05/2017
Oklahoma City Thunder,Portland Trail Blazers,0021600767,105,0.569,0.452,0.325,0.744,46.2,21.4,15.4,7.8,5.2,0.2,107.2,106.8,0.541,99,0.431,0.456,0.358,0.786,43.1,22.3,13.7,7.1,5.0,-2.3,108.5,110.7,0.554,1,02/05/2017
New York Knicks,Los Angeles Lakers,0021600768,107,0.423,0.443,0.356,0.776,47.3,22.0,14.3,7.4,5.9,-2.8,107.3,110.1,0.531,121,0.321,0.445,0.353,0.765,44.7,20.9,15.5,7.8,3.9,-6.3,105.5,111.6,0.537,0,02/06/2017
Detroit Pistons,Philadelphia 76ers,0021600773,113,0.451,0.455,0.342,0.736,46.1,22.1,12.8,7.4,4.0,-0.9,105.6,106.7,0.53,96,0.36,0.438,0.353,0.763,43.0,23.7,17.2,8.2,5.6,-6.0,101.4,107.2,0.537,1,02/06/2017
Indiana Pacers,Oklahoma City Thunder,0021600770,93,0.56,0.465,0.367,0.816,42.0,22.6,14.3,8.9,5.4,0.1,106.7,106.4,0.558,90,0.577,0.451,0.324,0.745,46.4,21.4,15.3,7.8,5.2,0.3,107.1,106.7,0.54,1,02/06/2017
Atlanta Hawks,Utah Jazz,0021600772,95,0.588,0.455,0.344,0.727,44.7,24.5,15.7,8.6,5.0,0.0,105.3,105.3,0.543,120,0.627,0.462,0.363,0.754,46.5,20.9,14.8,7.2,5.3,4.5,108.1,103.5,0.562,0,02/06/2017
Sacramento Kings,Chicago Bulls,0021600778,107,0.392,0.455,0.361,0.776,42.4,23.3,14.9,8.5,4.2,-3.1,107.2,110.7,0.554,112,0.49,0.44,0.319,0.802,49.2,21.9,14.1,8.1,5.3,0.4,106.6,106.2,0.525,0,02/06/2017
Denver Nuggets,Dallas Mavericks,0021600776,110,0.44,0.461,0.364,0.761,46.7,24.4,15.5,6.8,4.2,-1.6,110.5,112.3,0.557,87,0.4,0.439,0.358,0.805,41.3,21.5,12.7,8.3,4.1,-2.6,105.1,107.5,0.541,1,02/06/2017
Minnesota Timberwolves,Miami Heat,0021600775,113,0.373,0.461,0.353,0.785,44.6,24.3,15.2,7.8,5.0,-1.4,108.5,109.6,0.55,115,0.412,0.449,0.356,0.68,45.6,22.1,13.9,7.4,5.7,-1.6,104.6,106.4,0.529,0,02/06/2017
Washington Wizards,Cleveland Cavaliers,0021600769,135,0.6,0.476,0.368,0.785,43.9,23.9,14.7,8.8,4.1,2.3,109.2,107.0,0.561,140,0.694,0.459,0.383,0.746,45.3,22.6,14.2,7.5,4.1,5.3,112.4,107.2,0.57,0,02/06/2017
Toronto Raptors,LA Clippers,0021600771,118,0.596,0.463,0.369,0.806,44.4,19.3,12.6,9.0,5.2,4.7,112.8,108.1,0.563,109,0.608,0.468,0.379,0.751,44.5,23.0,13.4,7.7,4.8,3.7,110.8,107.2,0.569,1,02/06/2017
Memphis Grizzlies,San Antonio Spurs,0021600777,89,0.585,0.432,0.354,0.785,45.7,21.9,13.5,8.9,4.7,1.0,106.4,105.4,0.532,74,0.78,0.479,0.408,0.809,45.0,25.2,13.6,8.5,6.1,9.1,112.0,103.1,0.576,1,02/06/2017
New Orleans Pelicans,Phoenix Suns,0021600774,111,0.373,0.442,0.356,0.742,44.3,22.8,12.7,7.6,6.0,-3.3,103.2,106.6,0.531,106,0.314,0.447,0.347,0.785,44.0,18.1,15.5,8.3,4.2,-6.0,105.9,111.6,0.54,1,02/06/2017
Houston Rockets,Orlando Magic,0021600780,128,0.685,0.465,0.362,0.763,43.8,25.4,15.4,8.2,4.6,5.8,113.8,108.0,0.584,104,0.377,0.44,0.333,0.723,44.3,23.0,13.7,7.1,5.3,-6.0,103.4,109.2,0.522,1,02/07/2017
Dallas Mavericks,Portland Trail Blazers,0021600781,113,0.392,0.439,0.357,0.802,41.1,21.6,12.7,8.3,4.1,-3.1,104.8,107.7,0.54,114,0.423,0.455,0.358,0.788,43.1,22.2,13.7,7.0,5.0,-2.3,108.4,110.6,0.554,0,02/07/2017
Charlotte Hornets,Brooklyn Nets,0021600779,111,0.451,0.44,0.354,0.804,46.2,24.1,12.3,6.7,5.2,0.8,107.9,107.4,0.544,107,0.176,0.441,0.34,0.797,42.8,20.6,16.6,7.0,4.5,-8.8,102.9,111.5,0.548,1,02/07/2017
Philadelphia 76ers,San Antonio Spurs,0021600782,103,0.353,0.438,0.35,0.76,43.0,23.6,17.1,8.2,5.5,-6.2,101.4,107.4,0.536,111,0.765,0.476,0.405,0.805,45.1,25.0,13.7,8.5,6.1,8.6,111.5,103.0,0.573,0,02/08/2017
Golden State Warriors,Chicago Bulls,0021600792,123,0.843,0.499,0.387,0.791,44.2,30.4,14.8,9.2,6.4,12.6,115.8,103.4,0.604,92,0.5,0.441,0.319,0.798,49.0,22.0,14.0,8.1,5.3,0.5,106.9,106.4,0.526,1,02/08/2017
New York Knicks,LA Clippers,0021600791,115,0.415,0.444,0.356,0.776,47.1,21.9,14.4,7.3,5.9,-3.0,107.2,110.3,0.532,119,0.596,0.468,0.379,0.75,44.4,23.0,13.4,7.7,4.8,3.4,110.8,107.5,0.568,0,02/08/2017
Brooklyn Nets,Washington Wizards,0021600784,110,0.173,0.441,0.34,0.797,42.8,20.6,16.6,6.9,4.6,-8.7,102.8,111.4,0.548,114,0.588,0.477,0.369,0.787,43.8,24.0,14.6,8.7,4.1,2.2,109.5,107.4,0.562,0,02/08/2017
Detroit Pistons,Los Angeles Lakers,0021600786,121,0.462,0.456,0.339,0.739,46.4,22.1,12.8,7.4,4.0,-0.6,105.8,106.5,0.53,102,0.333,0.444,0.351,0.766,44.9,20.8,15.3,7.8,3.9,-5.9,105.8,111.5,0.537,1,02/08/2017
Milwaukee Bucks,Miami Heat,0021600787,88,0.44,0.475,0.368,0.759,43.6,25.4,14.8,8.5,5.9,0.2,108.6,108.6,0.563,106,0.423,0.45,0.36,0.681,45.5,22.3,13.9,7.3,5.7,-1.5,105.0,106.6,0.531,0,02/08/2017
Indiana Pacers,Cleveland Cavaliers,0021600783,117,0.569,0.463,0.366,0.812,42.0,22.6,14.2,8.9,5.5,0.2,106.7,106.3,0.556,132,0.7,0.461,0.386,0.748,45.2,22.7,14.3,7.4,4.1,5.2,112.7,107.5,0.572,0,02/08/2017
Atlanta Hawks,Denver Nuggets,0021600785,117,0.577,0.455,0.344,0.727,44.5,24.4,15.7,8.6,5.0,-0.5,105.3,105.7,0.543,106,0.451,0.461,0.365,0.763,46.8,24.5,15.5,6.8,4.3,-1.1,110.6,112.0,0.558,1,02/08/2017
Sacramento Kings,Boston Celtics,0021600793,108,0.385,0.456,0.361,0.777,42.4,23.4,15.0,8.4,4.3,-3.1,107.3,110.9,0.555,92,0.647,0.454,0.366,0.818,42.7,26.1,12.9,7.7,4.5,2.7,111.4,108.7,0.565,1,02/08/2017
Minnesota Timberwolves,Toronto Raptors,0021600790,112,0.365,0.462,0.354,0.785,44.5,24.3,15.2,7.9,4.9,-1.4,108.8,109.8,0.551,109,0.604,0.464,0.37,0.808,44.4,19.4,12.5,9.0,5.2,4.8,113.0,108.2,0.564,1,02/08/2017
Memphis Grizzlies,Phoenix Suns,0021600788,110,0.593,0.432,0.352,0.786,45.8,21.9,13.5,8.9,4.9,1.3,106.3,105.0,0.531,91,0.308,0.447,0.343,0.786,44.1,18.3,15.5,8.3,4.3,-6.0,105.8,111.5,0.539,1,02/08/2017
New Orleans Pelicans,Utah Jazz,0021600789,94,0.385,0.443,0.356,0.744,44.4,22.7,12.7,7.7,6.1,-3.1,103.3,106.5,0.531,127,0.635,0.465,0.363,0.752,46.6,21.1,14.7,7.2,5.4,4.9,108.5,103.5,0.565,0,02/08/2017
Orlando Magic,Philadelphia 76ers,0021600795,111,0.37,0.441,0.331,0.722,44.3,23.1,13.7,7.1,5.3,-6.3,103.4,109.5,0.523,112,0.346,0.437,0.35,0.76,42.9,23.6,16.9,8.2,5.5,-6.2,101.5,107.6,0.536,0,02/09/2017
Portland Trail Blazers,Boston Celtics,0021600798,111,0.434,0.455,0.359,0.788,43.4,22.1,13.7,7.0,5.0,-2.3,108.6,110.8,0.554,120,0.635,0.453,0.365,0.82,42.6,26.0,13.1,7.8,4.5,2.4,111.1,108.7,0.565,0,02/09/2017
Dallas Mavericks,Utah Jazz,0021600797,112,0.385,0.44,0.359,0.803,40.9,21.5,12.6,8.2,4.1,-3.0,105.1,107.9,0.542,105,0.642,0.467,0.365,0.753,46.6,21.2,14.6,7.3,5.3,5.5,109.0,103.4,0.566,1,02/09/2017
Charlotte Hornets,Houston Rockets,0021600794,95,0.462,0.439,0.352,0.805,46.2,23.9,12.2,6.6,5.2,0.8,107.8,107.3,0.543,107,0.691,0.466,0.363,0.761,43.7,25.5,15.3,8.2,4.5,6.1,114.0,107.9,0.584,0,02/09/2017
Oklahoma City Thunder,Cleveland Cavaliers,0021600796,118,0.566,0.45,0.322,0.744,46.7,21.3,15.3,7.8,5.3,0.2,107.0,106.6,0.538,109,0.706,0.462,0.387,0.751,45.1,22.7,14.2,7.4,4.1,5.4,113.1,107.8,0.574,1,02/09/2017
New York Knicks,Denver Nuggets,0021600800,123,0.407,0.445,0.355,0.777,47.0,22.0,14.3,7.3,5.9,-3.1,107.4,110.5,0.532,131,0.442,0.46,0.363,0.761,46.9,24.5,15.4,6.8,4.3,-1.3,110.5,112.2,0.556,0,02/10/2017
Phoenix Suns,Chicago Bulls,0021600807,115,0.302,0.445,0.341,0.787,44.1,18.2,15.5,8.3,4.3,-6.2,105.6,111.6,0.537,97,0.491,0.441,0.315,0.797,48.9,22.0,14.0,8.1,5.2,-0.1,106.6,106.7,0.525,1,02/10/2017
Brooklyn Nets,Miami Heat,0021600799,99,0.17,0.441,0.338,0.794,42.9,20.6,16.6,6.9,4.6,-8.6,102.8,111.3,0.548,108,0.434,0.451,0.359,0.681,45.6,22.3,14.0,7.3,5.7,-1.1,105.2,106.4,0.532,0,02/10/2017
Detroit Pistons,San Antonio Spurs,0021600801,92,0.472,0.457,0.338,0.737,46.4,22.3,12.8,7.4,4.0,-0.2,105.9,106.3,0.531,103,0.769,0.477,0.407,0.807,45.2,25.0,13.8,8.4,6.1,8.6,111.6,103.1,0.574,0,02/10/2017
Milwaukee Bucks,Los Angeles Lakers,0021600802,114,0.431,0.475,0.369,0.754,43.4,25.3,14.8,8.6,5.9,-0.2,108.4,108.8,0.562,122,0.327,0.444,0.35,0.768,44.7,20.8,15.4,7.8,3.9,-6.2,105.6,111.5,0.537,0,02/10/2017
Sacramento Kings,Atlanta Hawks,0021600806,108,0.396,0.457,0.362,0.779,42.4,23.4,15.0,8.4,4.2,-2.7,107.4,110.6,0.556,107,0.585,0.456,0.343,0.728,44.6,24.5,15.6,8.5,4.9,-0.3,105.6,105.8,0.543,1,02/10/2017
Minnesota Timberwolves,New Orleans Pelicans,0021600804,106,0.377,0.462,0.354,0.788,44.4,24.3,15.1,7.9,4.9,-1.3,109.0,110.0,0.552,122,0.377,0.443,0.353,0.744,44.3,22.6,12.7,7.6,6.1,-3.7,103.2,107.0,0.531,0,02/10/2017
Washington Wizards,Indiana Pacers,0021600805,112,0.596,0.475,0.369,0.786,44.0,23.9,14.5,8.7,4.1,2.2,109.5,107.3,0.561,107,0.558,0.464,0.369,0.813,42.0,22.7,14.2,8.8,5.4,-0.1,106.9,106.8,0.557,1,02/10/2017
Memphis Grizzlies,Golden State Warriors,0021600803,107,0.6,0.432,0.356,0.786,45.8,21.9,13.6,8.9,4.9,1.6,106.4,104.8,0.533,122,0.846,0.501,0.389,0.792,44.2,30.6,14.7,9.2,6.4,12.9,116.0,103.2,0.605,0,02/10/2017
