Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Boston Celtics,New Orleans Pelicans,0041700112,120,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,111,0.585,0.483,0.362,0.772,43.1,26.0,14.5,7.8,5.7,1.3,108.5,107.4,0.573,1,04/17/2018
Portland Trail Blazers,Milwaukee Bucks,0041700162,102,0.598,0.452,0.366,0.8,46.6,20.0,13.9,7.2,5.3,2.7,108.4,105.7,0.549,106,0.537,0.478,0.355,0.783,40.8,23.8,14.2,9.0,5.5,-0.3,109.0,109.1,0.571,0,04/17/2018
Toronto Raptors,Washington Wizards,0041700102,130,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,119,0.524,0.467,0.375,0.772,43.7,25.5,14.8,8.0,4.4,0.6,108.1,107.7,0.56,1,04/17/2018
Cleveland Cavaliers,Houston Rockets,0041700132,100,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,102,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,1,04/18/2018
Indiana Pacers,Minnesota Timberwolves,0041700132,97,0.585,0.472,0.369,0.779,43.5,22.8,13.6,9.0,4.3,1.4,108.5,107.3,0.557,82,0.573,0.476,0.357,0.804,43.1,23.3,12.8,8.6,4.3,2.3,112.5,110.2,0.566,0,04/18/2018
Oklahoma City Thunder,Utah Jazz,0041700172,95,0.585,0.453,0.354,0.716,46.0,21.8,14.3,9.2,5.1,3.5,110.1,106.4,0.546,102,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,0,04/18/2018
New Orleans Pelicans,Golden State Warriors,0041700163,119,0.585,0.483,0.362,0.772,43.1,26.0,14.5,7.8,5.7,1.3,108.5,107.4,0.573,110,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,1,04/19/2018
Miami Heat,Philadelphia 76ers,0041700123,108,0.537,0.455,0.36,0.755,44.6,23.3,14.8,7.8,5.5,0.5,106.2,105.8,0.551,128,0.634,0.472,0.369,0.752,46.9,26.8,16.3,8.2,5.1,4.4,108.5,103.9,0.568,0,04/19/2018
San Antonio Spurs,Portland Trail Blazers,0041700153,97,0.573,0.457,0.352,0.772,46.1,23.7,13.7,8.0,5.8,3.0,107.1,104.1,0.543,102,0.598,0.452,0.366,0.8,46.6,20.0,13.9,7.2,5.3,2.7,108.4,105.7,0.549,0,04/19/2018
Cleveland Cavaliers,Boston Celtics,0041700133,90,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,92,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,0,04/20/2018
Milwaukee Bucks,Indiana Pacers,0041700113,116,0.537,0.478,0.355,0.783,40.8,23.8,14.2,9.0,5.5,-0.3,109.0,109.1,0.571,92,0.585,0.472,0.369,0.779,43.5,22.8,13.6,9.0,4.3,1.4,108.5,107.3,0.557,1,04/20/2018
Washington Wizards,Toronto Raptors,0041700103,122,0.524,0.467,0.375,0.772,43.7,25.5,14.8,8.0,4.4,0.6,108.1,107.7,0.56,103,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,1,04/20/2018
New Orleans Pelicans,Houston Rockets,0041700164,131,0.585,0.483,0.362,0.772,43.1,26.0,14.5,7.8,5.7,1.3,108.5,107.4,0.573,105,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,1,04/21/2018
Miami Heat,Minnesota Timberwolves,0041700124,102,0.537,0.455,0.36,0.755,44.6,23.3,14.8,7.8,5.5,0.5,106.2,105.8,0.551,121,0.573,0.476,0.357,0.804,43.1,23.3,12.8,8.6,4.3,2.3,112.5,110.2,0.566,0,04/21/2018
Portland Trail Blazers,Philadelphia 76ers,0041700164,123,0.598,0.452,0.366,0.8,46.6,20.0,13.9,7.2,5.3,2.7,108.4,105.7,0.549,106,0.634,0.472,0.369,0.752,46.9,26.8,16.3,8.2,5.1,4.4,108.5,103.9,0.568,0,04/21/2018
Utah Jazz,Oklahoma City Thunder,0041700173,115,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,102,0.585,0.453,0.354,0.716,46.0,21.8,14.3,9.2,5.1,3.5,110.1,106.4,0.546,1,04/21/2018
Cleveland Cavaliers,Boston Celtics,0041700134,104,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,102,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,1,04/22/2018
Milwaukee Bucks,Golden State Warriors,0041700114,104,0.537,0.478,0.355,0.783,40.8,23.8,14.2,9.0,5.5,-0.3,109.0,109.1,0.571,90,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,1,04/22/2018
Indiana Pacers,San Antonio Spurs,0041700134,100,0.585,0.472,0.369,0.779,43.5,22.8,13.6,9.0,4.3,1.4,108.5,107.3,0.557,103,0.573,0.457,0.352,0.772,46.1,23.7,13.7,8.0,5.8,3.0,107.1,104.1,0.543,0,04/22/2018
Washington Wizards,Toronto Raptors,0041700104,106,0.524,0.467,0.375,0.772,43.7,25.5,14.8,8.0,4.4,0.6,108.1,107.7,0.56,98,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,1,04/22/2018
Minnesota Timberwolves,Houston Rockets,0041700144,100,0.573,0.476,0.357,0.804,43.1,23.3,12.8,8.6,4.3,2.3,112.5,110.2,0.566,119,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,0,04/23/2018
Utah Jazz,Oklahoma City Thunder,0041700174,113,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,96,0.585,0.453,0.354,0.716,46.0,21.8,14.3,9.2,5.1,3.5,110.1,106.4,0.546,1,04/23/2018
Boston Celtics,Golden State Warriors,0041700115,92,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,99,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,1,04/24/2018
Milwaukee Bucks,Miami Heat,0041700115,87,0.537,0.478,0.355,0.783,40.8,23.8,14.2,9.0,5.5,-0.3,109.0,109.1,0.571,91,0.537,0.455,0.36,0.755,44.6,23.3,14.8,7.8,5.5,0.5,106.2,105.8,0.551,0,04/24/2018
Philadelphia 76ers,San Antonio Spurs,0041700125,104,0.634,0.472,0.369,0.752,46.9,26.8,16.3,8.2,5.1,4.4,108.5,103.9,0.568,91,0.573,0.457,0.352,0.772,46.1,23.7,13.7,8.0,5.8,3.0,107.1,104.1,0.543,1,04/24/2018
Cleveland Cavaliers,Houston Rockets,0041700135,98,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,122,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,1,04/25/2018
Indiana Pacers,Minnesota Timberwolves,0041700135,95,0.585,0.472,0.369,0.779,43.5,22.8,13.6,9.0,4.3,1.4,108.5,107.3,0.557,104,0.573,0.476,0.357,0.804,43.1,23.3,12.8,8.6,4.3,2.3,112.5,110.2,0.566,0,04/25/2018
Oklahoma City Thunder,Toronto Raptors,0041700175,107,0.585,0.453,0.354,0.716,46.0,21.8,14.3,9.2,5.1,3.5,110.1,106.4,0.546,108,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,1,04/25/2018
Washington Wizards,Utah Jazz,0041700105,98,0.524,0.467,0.375,0.772,43.7,25.5,14.8,8.0,4.4,0.6,108.1,107.7,0.56,99,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,0,04/25/2018
Milwaukee Bucks,Boston Celtics,0041700116,97,0.537,0.478,0.355,0.783,40.8,23.8,14.2,9.0,5.5,-0.3,109.0,109.1,0.571,86,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,1,04/26/2018
Indiana Pacers,Cleveland Cavaliers,0041700136,121,0.585,0.472,0.369,0.779,43.5,22.8,13.6,9.0,4.3,1.4,108.5,107.3,0.557,87,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,1,04/27/2018
Toronto Raptors,Oklahoma City Thunder,0041700106,102,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,91,0.585,0.453,0.354,0.716,46.0,21.8,14.3,9.2,5.1,3.5,110.1,106.4,0.546,1,04/27/2018
Utah Jazz,Washington Wizards,0041700176,96,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,92,0.524,0.467,0.375,0.772,43.7,25.5,14.8,8.0,4.4,0.6,108.1,107.7,0.56,1,04/27/2018
Boston Celtics,New Orleans Pelicans,0041700117,112,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,101,0.585,0.483,0.362,0.772,43.1,26.0,14.5,7.8,5.7,1.3,108.5,107.4,0.573,1,04/28/2018
Golden State Warriors,Milwaukee Bucks,0041700231,123,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,96,0.537,0.478,0.355,0.783,40.8,23.8,14.2,9.0,5.5,-0.3,109.0,109.1,0.571,1,04/28/2018
Cleveland Cavaliers,Houston Rockets,0041700137,105,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,110,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,1,04/29/2018
Utah Jazz,Indiana Pacers,0041700221,96,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,101,0.585,0.472,0.369,0.779,43.5,22.8,13.6,9.0,4.3,1.4,108.5,107.3,0.557,0,04/29/2018
Boston Celtics,Philadelphia 76ers,0041700211,117,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,101,0.634,0.472,0.369,0.752,46.9,26.8,16.3,8.2,5.1,4.4,108.5,103.9,0.568,1,04/30/2018
Golden State Warriors,New Orleans Pelicans,0041700232,121,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,116,0.585,0.483,0.362,0.772,43.1,26.0,14.5,7.8,5.7,1.3,108.5,107.4,0.573,1,05/01/2018
Toronto Raptors,Cleveland Cavaliers,0041700201,112,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,113,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,0,05/01/2018
Houston Rockets,Utah Jazz,0041700222,108,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,116,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,0,05/02/2018
Boston Celtics,Cleveland Cavaliers,0041700212,108,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,128,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,1,05/03/2018
Toronto Raptors,Philadelphia 76ers,0041700202,110,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,103,0.634,0.472,0.369,0.752,46.9,26.8,16.3,8.2,5.1,4.4,108.5,103.9,0.568,0,05/03/2018
New Orleans Pelicans,Golden State Warriors,0041700233,119,0.585,0.483,0.362,0.772,43.1,26.0,14.5,7.8,5.7,1.3,108.5,107.4,0.573,100,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,1,05/04/2018
Utah Jazz,Houston Rockets,0041700223,92,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,113,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,0,05/04/2018
Cleveland Cavaliers,Boston Celtics,0041700203,105,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,101,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,1,05/05/2018
Philadelphia 76ers,Toronto Raptors,0041700213,98,0.634,0.472,0.369,0.752,46.9,26.8,16.3,8.2,5.1,4.4,108.5,103.9,0.568,103,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,0,05/05/2018
New Orleans Pelicans,Golden State Warriors,0041700234,92,0.585,0.483,0.362,0.772,43.1,26.0,14.5,7.8,5.7,1.3,108.5,107.4,0.573,118,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,0,05/06/2018
Utah Jazz,Houston Rockets,0041700224,87,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,100,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,0,05/06/2018
Cleveland Cavaliers,Boston Celtics,0041700204,128,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,92,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,1,05/07/2018
Philadelphia 76ers,Toronto Raptors,0041700214,103,0.634,0.472,0.369,0.752,46.9,26.8,16.3,8.2,5.1,4.4,108.5,103.9,0.568,93,0.72,0.472,0.358,0.794,44.5,24.6,13.5,7.7,6.2,7.9,113.0,105.3,0.575,1,05/07/2018
Golden State Warriors,New Orleans Pelicans,0041700235,113,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,104,0.585,0.483,0.362,0.772,43.1,26.0,14.5,7.8,5.7,1.3,108.5,107.4,0.573,1,05/08/2018
Houston Rockets,Utah Jazz,0041700225,112,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,102,0.585,0.462,0.366,0.779,44.6,23.1,15.2,8.9,5.3,4.4,107.4,103.0,0.564,1,05/08/2018
Boston Celtics,Philadelphia 76ers,0041700215,114,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,112,0.634,0.472,0.369,0.752,46.9,26.8,16.3,8.2,5.1,4.4,108.5,103.9,0.568,1,05/09/2018
Boston Celtics,Cleveland Cavaliers,0041700301,108,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,83,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,1,05/13/2018
Houston Rockets,Golden State Warriors,0041700311,106,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,119,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,0,05/14/2018
Boston Celtics,Cleveland Cavaliers,0041700302,107,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,94,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,1,05/15/2018
Houston Rockets,Golden State Warriors,0041700312,127,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,105,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,1,05/16/2018
Cleveland Cavaliers,Boston Celtics,0041700303,116,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,86,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,1,05/19/2018
Golden State Warriors,Houston Rockets,0041700313,126,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,85,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,1,05/20/2018
Cleveland Cavaliers,Boston Celtics,0041700304,111,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,102,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,1,05/21/2018
Golden State Warriors,Houston Rockets,0041700314,92,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,95,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,0,05/22/2018
Boston Celtics,Cleveland Cavaliers,0041700305,96,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,83,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,1,05/23/2018
Houston Rockets,Golden State Warriors,0041700315,98,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,94,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,1,05/24/2018
Cleveland Cavaliers,Boston Celtics,0041700306,109,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,99,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,1,05/25/2018
Golden State Warriors,Houston Rockets,0041700316,115,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,86,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,1,05/26/2018
Boston Celtics,Cleveland Cavaliers,0041700307,79,0.671,0.45,0.377,0.771,45.6,23.1,14.4,7.6,4.7,3.7,106.8,103.2,0.552,87,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,0,05/27/2018
Houston Rockets,Golden State Warriors,0041700317,92,0.793,0.46,0.362,0.781,44.1,21.9,14.1,8.7,4.9,8.6,114.1,105.7,0.59,101,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,0,05/28/2018
Golden State Warriors,Cleveland Cavaliers,0041700401,124,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,114,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,1,05/31/2018
Golden State Warriors,Cleveland Cavaliers,0041700402,122,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,103,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,1,06/03/2018
Cleveland Cavaliers,Golden State Warriors,0041700403,102,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,110,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,0,06/06/2018
Cleveland Cavaliers,Golden State Warriors,0041700404,85,0.61,0.476,0.372,0.779,42.6,23.6,13.9,7.2,3.8,0.9,112.0,111.1,0.584,108,0.707,0.503,0.391,0.815,43.2,29.1,15.3,8.0,7.4,5.9,112.8,106.8,0.603,0,06/08/2018
