Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Boston Celtics,San Antonio Spurs,0021700092,108,0.667,0.431,0.351,0.752,46.0,21.2,14.9,9.5,4.6,5.6,102.4,97.8,0.534,94,0.667,0.431,0.303,0.767,50.6,21.0,15.5,7.9,7.7,1.5,102.1,100.9,0.506,1,10/30/2017
LA Clippers,Golden State Warriors,0021700100,113,0.8,0.44,0.377,0.713,51.3,20.4,14.5,9.4,4.1,14.1,108.1,93.7,0.539,141,0.571,0.515,0.391,0.851,43.9,29.2,17.9,6.5,8.8,3.8,114.9,111.3,0.631,0,10/30/2017
Houston Rockets,Philadelphia 76ers,0021700095,107,0.714,0.441,0.311,0.821,46.1,22.0,16.9,7.8,5.3,2.5,106.8,104.0,0.566,115,0.333,0.439,0.376,0.689,44.6,23.5,17.4,8.8,3.6,-6.1,101.5,106.7,0.531,0,10/30/2017
Miami Heat,Minnesota Timberwolves,0021700093,122,0.4,0.461,0.329,0.783,41.1,22.0,15.0,7.3,6.5,-3.0,104.7,108.4,0.55,125,0.5,0.466,0.372,0.773,40.5,22.7,15.4,7.1,3.7,-7.5,108.6,115.7,0.557,0,10/30/2017
Portland Trail Blazers,Toronto Raptors,0021700099,85,0.667,0.434,0.439,0.828,51.6,20.3,14.3,7.2,6.2,13.1,111.1,99.0,0.551,99,0.6,0.451,0.295,0.844,41.9,23.9,15.0,9.3,5.4,9.9,107.8,97.7,0.56,0,10/30/2017
Utah Jazz,Dallas Mavericks,0021700098,104,0.5,0.466,0.333,0.792,43.5,22.9,20.4,9.4,6.8,0.7,99.0,98.6,0.553,89,0.143,0.419,0.378,0.739,41.3,21.7,14.2,7.8,2.9,-8.1,102.3,110.4,0.533,1,10/30/2017
Memphis Grizzlies,Charlotte Hornets,0021700096,99,0.833,0.443,0.353,0.774,43.0,19.7,14.4,8.0,4.9,7.0,105.2,98.3,0.559,104,0.5,0.443,0.335,0.681,50.6,18.9,15.3,4.8,4.8,0.8,102.2,102.3,0.535,0,10/30/2017
New Orleans Pelicans,Orlando Magic,0021700097,99,0.5,0.47,0.362,0.741,45.1,22.5,15.8,7.4,5.7,1.1,106.6,105.0,0.569,115,0.667,0.484,0.435,0.792,43.3,24.2,14.4,8.4,5.5,7.6,113.6,105.0,0.589,0,10/30/2017
Los Angeles Lakers,Detroit Pistons,0021700104,113,0.333,0.451,0.278,0.713,42.8,21.0,17.9,8.0,4.9,-6.6,95.8,102.4,0.521,93,0.714,0.456,0.354,0.793,43.0,21.5,13.9,10.2,2.5,5.5,107.7,102.8,0.541,1,10/31/2017
Brooklyn Nets,Phoenix Suns,0021700102,114,0.429,0.444,0.367,0.76,43.2,21.1,15.5,8.2,3.8,-3.4,108.5,111.9,0.554,122,0.333,0.432,0.335,0.756,41.8,16.6,17.0,8.0,5.8,-13.9,97.0,110.2,0.528,0,10/31/2017
Milwaukee Bucks,Oklahoma City Thunder,0021700103,91,0.667,0.493,0.384,0.772,39.3,23.7,14.9,8.0,4.1,0.8,106.3,104.5,0.586,110,0.5,0.459,0.335,0.721,42.8,23.9,16.2,11.8,7.2,9.7,108.3,98.8,0.548,0,10/31/2017
Indiana Pacers,Sacramento Kings,0021700101,101,0.5,0.483,0.347,0.757,42.3,20.8,15.1,8.5,3.9,-0.8,109.3,110.5,0.568,83,0.167,0.427,0.364,0.774,42.9,18.9,15.1,8.0,3.2,-9.2,98.0,107.7,0.506,1,10/31/2017
