Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
New Orleans Pelicans,Phoenix Suns,0021500198,122,0.154,0.442,0.343,0.791,41.3,22.3,14.0,7.3,4.7,-8.0,102.3,110.2,0.53,116,0.583,0.446,0.386,0.725,47.1,19.2,16.9,9.1,3.8,4.7,105.0,100.2,0.538,1,11/22/2015
Oklahoma City Thunder,Dallas Mavericks,0021500199,117,0.538,0.462,0.355,0.769,48.7,21.5,16.8,7.7,7.1,4.6,108.9,104.0,0.549,114,0.692,0.442,0.311,0.787,44.8,21.7,13.3,7.0,3.7,2.2,102.7,100.7,0.536,1,11/22/2015
San Antonio Spurs,Phoenix Suns,0021500207,98,0.769,0.473,0.363,0.788,48.0,26.5,14.5,8.1,6.9,9.2,104.2,95.5,0.547,84,0.538,0.442,0.395,0.741,46.8,19.0,16.7,8.8,3.8,3.9,105.5,101.3,0.54,1,11/23/2015
Cleveland Cavaliers,Orlando Magic,0021500203,117,0.769,0.466,0.349,0.707,48.8,25.4,15.4,6.1,4.4,7.5,108.3,101.3,0.555,103,0.462,0.423,0.342,0.774,47.2,22.2,15.5,8.4,6.0,-0.5,100.4,100.9,0.505,1,11/23/2015
Miami Heat,New York Knicks,0021500204,95,0.667,0.457,0.311,0.719,46.9,20.3,14.9,7.3,8.6,5.0,102.4,97.4,0.536,78,0.571,0.422,0.355,0.812,47.5,21.3,14.8,7.3,5.7,1.2,104.5,103.1,0.517,1,11/23/2015
Milwaukee Bucks,Detroit Pistons,0021500205,109,0.385,0.447,0.368,0.789,39.8,23.6,16.7,7.7,5.0,-9.6,101.5,111.5,0.535,88,0.538,0.424,0.3,0.665,47.8,17.0,15.1,8.1,3.1,0.5,98.7,99.1,0.5,1,11/23/2015
Utah Jazz,Oklahoma City Thunder,0021500208,89,0.5,0.435,0.351,0.746,46.4,19.4,15.8,9.6,6.4,2.9,102.4,99.5,0.518,111,0.571,0.466,0.359,0.769,48.1,21.7,16.7,7.7,7.1,4.5,109.5,104.7,0.552,0,11/23/2015
Minnesota Timberwolves,Philadelphia 76ers,0021500206,100,0.385,0.446,0.31,0.79,45.5,20.6,15.1,7.2,4.7,-1.2,102.0,102.5,0.53,95,0.0,0.414,0.307,0.707,43.7,19.4,19.4,7.1,6.7,-14.5,92.5,106.7,0.496,1,11/23/2015
Charlotte Hornets,Sacramento Kings,0021500202,127,0.538,0.449,0.367,0.771,44.1,22.2,12.0,7.3,6.2,3.5,105.9,102.7,0.546,122,0.357,0.449,0.389,0.717,44.8,23.5,17.3,8.5,3.3,-3.7,102.6,106.0,0.532,1,11/23/2015
Golden State Warriors,Los Angeles Lakers,0021500214,111,1.0,0.487,0.416,0.768,44.6,28.9,15.9,9.3,6.2,14.2,112.6,98.8,0.592,77,0.154,0.415,0.326,0.792,44.4,19.3,15.3,6.6,5.7,-7.3,100.5,108.0,0.518,1,11/24/2015
Portland Trail Blazers,Chicago Bulls,0021500213,88,0.4,0.451,0.352,0.731,45.9,20.6,15.5,6.4,4.9,-0.7,104.3,105.1,0.539,93,0.667,0.432,0.376,0.748,47.3,22.3,14.3,6.9,5.9,1.1,100.8,99.5,0.518,0,11/24/2015
Atlanta Hawks,Boston Celtics,0021500210,121,0.6,0.459,0.36,0.804,41.4,26.6,15.3,10.0,5.2,1.4,104.5,102.6,0.553,97,0.538,0.438,0.313,0.791,44.0,24.4,16.3,11.5,4.5,5.9,103.6,97.6,0.529,1,11/24/2015
Denver Nuggets,LA Clippers,0021500212,94,0.429,0.434,0.327,0.759,45.1,23.0,15.4,7.9,5.6,-4.5,103.1,107.9,0.52,111,0.462,0.461,0.313,0.695,42.5,21.9,13.8,7.0,5.7,-1.6,104.7,105.6,0.544,0,11/24/2015
Washington Wizards,Indiana Pacers,0021500209,106,0.6,0.454,0.359,0.755,42.1,22.8,16.1,8.8,4.5,-1.7,103.3,104.8,0.55,123,0.615,0.44,0.388,0.716,44.5,22.3,15.9,10.3,4.9,5.3,102.9,97.5,0.527,0,11/24/2015
Memphis Grizzlies,Dallas Mavericks,0021500211,110,0.5,0.418,0.317,0.836,42.3,22.0,14.4,10.0,4.0,-5.6,99.5,105.3,0.512,96,0.643,0.448,0.323,0.77,44.2,22.1,13.5,7.1,3.8,1.8,103.5,101.9,0.54,1,11/24/2015
San Antonio Spurs,Dallas Mavericks,0021500224,88,0.786,0.476,0.37,0.776,47.4,26.2,15.1,8.8,6.7,9.6,104.2,95.0,0.549,83,0.6,0.444,0.323,0.779,44.3,22.0,13.9,6.9,3.9,0.7,102.7,102.2,0.54,1,11/25/2015
Phoenix Suns,New Orleans Pelicans,0021500225,114,0.5,0.443,0.393,0.746,46.3,19.3,17.5,9.2,3.8,2.6,104.3,101.4,0.54,120,0.214,0.444,0.345,0.796,41.7,22.3,13.9,7.5,4.8,-6.9,103.3,110.2,0.535,0,11/25/2015
Boston Celtics,Philadelphia 76ers,0021500217,84,0.5,0.437,0.319,0.789,43.2,24.3,16.4,11.7,4.3,3.8,103.3,99.3,0.528,80,0.0,0.414,0.308,0.713,43.7,19.1,19.4,7.3,6.6,-13.9,92.9,106.6,0.498,1,11/25/2015
LA Clippers,Utah Jazz,0021500226,91,0.5,0.462,0.318,0.686,42.6,22.1,13.4,7.3,5.9,-0.2,105.5,105.1,0.545,102,0.462,0.431,0.345,0.74,46.2,19.1,16.3,9.8,6.1,0.8,101.7,100.7,0.516,0,11/25/2015
Orlando Magic,New York Knicks,0021500216,100,0.429,0.427,0.349,0.763,46.9,22.5,15.2,8.3,6.0,-1.4,101.1,102.6,0.509,91,0.533,0.415,0.341,0.814,47.9,20.7,14.7,7.3,5.6,-0.1,103.3,103.2,0.509,1,11/25/2015
Houston Rockets,Memphis Grizzlies,0021500220,93,0.357,0.415,0.296,0.723,44.4,20.6,16.9,9.4,5.9,-6.9,100.2,107.2,0.516,102,0.533,0.419,0.318,0.831,42.2,21.9,14.0,10.1,4.0,-4.2,100.0,104.4,0.514,0,11/25/2015
Detroit Pistons,Miami Heat,0021500218,104,0.5,0.418,0.293,0.677,48.2,17.3,15.4,8.1,3.1,-1.0,98.6,100.5,0.495,81,0.692,0.451,0.308,0.726,48.0,20.2,14.6,7.4,8.6,6.0,102.5,96.5,0.532,1,11/25/2015
Milwaukee Bucks,Sacramento Kings,0021500221,118,0.429,0.453,0.384,0.791,40.5,24.2,16.5,8.1,4.9,-7.3,102.7,110.5,0.54,129,0.333,0.453,0.377,0.713,44.3,23.9,17.2,8.5,3.6,-3.7,102.6,106.1,0.533,0,11/25/2015
Charlotte Hornets,Washington Wizards,0021500215,101,0.571,0.453,0.363,0.771,43.7,22.0,12.3,7.4,6.2,3.5,106.0,102.7,0.549,87,0.545,0.455,0.363,0.751,41.8,23.2,16.5,8.8,4.2,-3.1,103.3,106.1,0.552,1,11/25/2015
Minnesota Timberwolves,Atlanta Hawks,0021500222,99,0.429,0.447,0.307,0.799,45.3,20.6,15.2,7.3,4.9,-0.7,102.2,102.3,0.532,95,0.625,0.465,0.368,0.808,41.5,27.0,15.7,9.9,5.3,2.9,105.6,102.4,0.56,1,11/25/2015
Toronto Raptors,Cleveland Cavaliers,0021500219,103,0.6,0.431,0.347,0.808,47.1,19.2,16.1,9.5,3.8,4.7,105.4,101.0,0.536,99,0.786,0.47,0.364,0.699,48.5,26.2,15.1,6.0,4.3,8.1,109.6,102.0,0.562,1,11/25/2015
Oklahoma City Thunder,Brooklyn Nets,0021500223,110,0.6,0.471,0.363,0.775,47.4,21.8,16.8,8.0,7.3,5.7,109.9,104.0,0.558,99,0.214,0.441,0.303,0.762,45.9,21.6,15.1,8.3,4.5,-7.9,99.6,107.0,0.506,1,11/25/2015
New York Knicks,Miami Heat,0021500230,78,0.5,0.413,0.341,0.814,48.1,20.6,14.7,7.0,5.9,-0.7,103.1,103.6,0.508,97,0.643,0.448,0.307,0.724,48.1,20.5,14.7,7.1,8.5,3.9,102.0,98.0,0.528,0,11/27/2015
Phoenix Suns,Golden State Warriors,0021500236,116,0.467,0.444,0.393,0.749,46.0,19.6,17.1,9.1,3.8,2.1,104.7,102.4,0.54,135,1.0,0.487,0.41,0.761,44.9,29.2,15.5,9.3,6.2,15.4,112.8,97.8,0.59,0,11/27/2015
Boston Celtics,Washington Wizards,0021500229,111,0.533,0.43,0.318,0.785,44.0,23.9,16.4,11.3,4.4,3.8,102.0,97.9,0.521,78,0.5,0.446,0.358,0.756,41.8,22.5,16.3,9.1,4.2,-4.0,102.2,105.9,0.544,1,11/27/2015
LA Clippers,New Orleans Pelicans,0021500238,111,0.467,0.464,0.319,0.685,42.4,22.0,13.8,7.6,6.0,-1.0,105.1,105.5,0.545,90,0.267,0.448,0.351,0.792,41.6,22.1,13.9,7.3,4.8,-6.1,104.2,110.1,0.541,1,11/27/2015
Orlando Magic,Milwaukee Bucks,0021500228,114,0.467,0.425,0.347,0.771,47.3,22.5,14.8,7.9,6.1,-0.7,101.7,102.4,0.508,90,0.4,0.454,0.388,0.79,40.3,24.7,16.1,8.0,5.1,-7.6,104.0,112.2,0.544,1,11/27/2015
Houston Rockets,Philadelphia 76ers,0021500232,116,0.333,0.415,0.296,0.731,44.0,20.6,17.1,9.8,5.9,-7.1,99.9,107.1,0.519,114,0.0,0.412,0.305,0.713,44.0,18.7,19.4,7.6,7.1,-13.3,92.1,105.1,0.495,1,11/27/2015
Indiana Pacers,Chicago Bulls,0021500231,104,0.643,0.448,0.416,0.715,44.2,22.5,16.2,10.4,4.6,6.2,104.2,97.9,0.538,92,0.692,0.428,0.377,0.758,47.1,22.1,14.3,6.8,5.7,1.4,100.3,98.6,0.516,1,11/27/2015
Sacramento Kings,Minnesota Timberwolves,0021500237,91,0.375,0.46,0.38,0.725,44.3,23.9,16.8,8.6,3.8,-2.8,104.6,107.0,0.542,101,0.467,0.445,0.318,0.797,45.4,20.8,15.1,7.4,4.8,-0.4,102.2,102.0,0.531,0,11/27/2015
Denver Nuggets,San Antonio Spurs,0021500235,80,0.4,0.432,0.327,0.765,45.4,22.6,15.5,7.6,5.2,-5.3,102.7,108.4,0.519,91,0.8,0.472,0.362,0.774,48.0,26.1,15.1,8.7,6.5,9.3,103.5,94.7,0.545,0,11/27/2015
Charlotte Hornets,Cleveland Cavaliers,0021500227,90,0.6,0.454,0.359,0.781,44.3,22.0,12.8,7.2,6.2,4.3,105.8,101.8,0.55,95,0.733,0.468,0.372,0.705,48.5,26.1,14.8,6.0,4.2,7.3,109.7,102.9,0.561,0,11/27/2015
Memphis Grizzlies,Atlanta Hawks,0021500233,101,0.563,0.423,0.311,0.835,42.2,21.8,14.2,10.0,4.0,-3.4,100.3,103.9,0.517,116,0.588,0.46,0.361,0.799,42.3,26.3,15.6,9.9,5.4,2.5,105.1,102.4,0.556,0,11/27/2015
Oklahoma City Thunder,Detroit Pistons,0021500234,103,0.625,0.474,0.366,0.779,47.0,22.0,16.9,8.2,7.2,6.0,109.6,103.4,0.562,87,0.533,0.418,0.311,0.68,49.0,17.9,15.0,8.0,3.4,0.6,99.8,100.1,0.496,1,11/27/2015
Golden State Warriors,Sacramento Kings,0021500245,120,1.0,0.492,0.423,0.754,45.2,29.2,15.9,9.1,6.3,15.6,113.6,98.5,0.597,101,0.353,0.458,0.379,0.72,44.1,23.9,16.8,8.3,3.8,-3.3,104.3,107.2,0.54,1,11/28/2015
