Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Dallas Mavericks,Oklahoma City Thunder,0041500163,102,0.512,0.444,0.344,0.794,44.4,22.8,13.2,7.0,3.8,-0.3,105.5,105.9,0.544,131,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,0,04/21/2016
Boston Celtics,Atlanta Hawks,0041500133,111,0.585,0.439,0.335,0.788,45.0,24.2,13.8,9.2,4.2,3.2,105.8,102.5,0.531,103,0.585,0.458,0.35,0.783,42.8,26.1,15.2,9.3,6.0,3.7,104.6,100.8,0.552,1,04/22/2016
Detroit Pistons,Cleveland Cavaliers,0041500103,91,0.537,0.439,0.345,0.668,47.8,20.1,14.0,7.2,3.8,0.6,105.3,104.9,0.522,101,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,0,04/22/2016
Memphis Grizzlies,San Antonio Spurs,0041500153,87,0.512,0.44,0.331,0.783,44.0,21.9,14.0,9.3,4.5,-2.4,104.7,107.1,0.524,96,0.817,0.484,0.375,0.803,46.4,25.9,13.8,8.7,6.2,11.2,109.3,98.2,0.564,0,04/22/2016
Dallas Mavericks,LA Clippers,0041500164,108,0.512,0.444,0.344,0.794,44.4,22.8,13.2,7.0,3.8,-0.3,105.5,105.9,0.544,88,0.646,0.465,0.364,0.692,43.1,23.4,13.3,8.9,5.8,4.4,107.2,102.7,0.556,0,04/23/2016
Indiana Pacers,Miami Heat,0041500114,100,0.549,0.45,0.351,0.764,44.9,21.6,15.1,9.2,4.8,1.7,103.8,102.2,0.536,80,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,1,04/23/2016
Portland Trail Blazers,Oklahoma City Thunder,0041500173,96,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,119,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,1,04/23/2016
Charlotte Hornets,Toronto Raptors,0041500123,96,0.585,0.439,0.362,0.79,45.2,22.3,12.9,7.5,5.5,2.8,106.4,103.7,0.545,83,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,1,04/23/2016
Boston Celtics,Atlanta Hawks,0041500134,104,0.585,0.439,0.335,0.788,45.0,24.2,13.8,9.2,4.2,3.2,105.8,102.5,0.531,95,0.585,0.458,0.35,0.783,42.8,26.1,15.2,9.3,6.0,3.7,104.6,100.8,0.552,1,04/24/2016
Houston Rockets,Golden State Warriors,0041500144,94,0.5,0.452,0.347,0.694,43.4,22.4,16.1,10.1,5.3,0.2,107.3,107.3,0.553,121,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,0,04/24/2016
Detroit Pistons,Cleveland Cavaliers,0041500104,98,0.537,0.439,0.345,0.668,47.8,20.1,14.0,7.2,3.8,0.6,105.3,104.9,0.522,100,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,0,04/24/2016
Memphis Grizzlies,San Antonio Spurs,0041500154,95,0.512,0.44,0.331,0.783,44.0,21.9,14.0,9.3,4.5,-2.4,104.7,107.1,0.524,116,0.817,0.484,0.375,0.803,46.4,25.9,13.8,8.7,6.2,11.2,109.3,98.2,0.564,0,04/24/2016
Portland Trail Blazers,LA Clippers,0041500174,98,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,84,0.646,0.465,0.364,0.692,43.1,23.4,13.3,8.9,5.8,4.4,107.2,102.7,0.556,1,04/25/2016
Charlotte Hornets,Miami Heat,0041500124,89,0.585,0.439,0.362,0.79,45.2,22.3,12.9,7.5,5.5,2.8,106.4,103.7,0.545,85,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,1,04/25/2016
Oklahoma City Thunder,Dallas Mavericks,0041500165,118,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,104,0.512,0.444,0.344,0.794,44.4,22.8,13.2,7.0,3.8,-0.3,105.5,105.9,0.544,1,04/25/2016
Atlanta Hawks,Boston Celtics,0041500135,110,0.585,0.458,0.35,0.783,42.8,26.1,15.2,9.3,6.0,3.7,104.6,100.8,0.552,83,0.585,0.439,0.335,0.788,45.0,24.2,13.8,9.2,4.2,3.2,105.8,102.5,0.531,1,04/26/2016
Toronto Raptors,Indiana Pacers,0041500115,102,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,99,0.549,0.45,0.351,0.764,44.9,21.6,15.1,9.2,4.8,1.7,103.8,102.2,0.536,1,04/26/2016
Golden State Warriors,Houston Rockets,0041500145,114,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,81,0.5,0.452,0.347,0.694,43.4,22.4,16.1,10.1,5.3,0.2,107.3,107.3,0.553,1,04/27/2016
LA Clippers,Portland Trail Blazers,0041500175,98,0.646,0.465,0.364,0.692,43.1,23.4,13.3,8.9,5.8,4.4,107.2,102.7,0.556,108,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,0,04/27/2016
Miami Heat,Charlotte Hornets,0041500125,88,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,90,0.585,0.439,0.362,0.79,45.2,22.3,12.9,7.5,5.5,2.8,106.4,103.7,0.545,0,04/27/2016
Boston Celtics,Atlanta Hawks,0041500136,92,0.585,0.439,0.335,0.788,45.0,24.2,13.8,9.2,4.2,3.2,105.8,102.5,0.531,104,0.585,0.458,0.35,0.783,42.8,26.1,15.2,9.3,6.0,3.7,104.6,100.8,0.552,0,04/28/2016
Portland Trail Blazers,LA Clippers,0041500176,106,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,103,0.646,0.465,0.364,0.692,43.1,23.4,13.3,8.9,5.8,4.4,107.2,102.7,0.556,1,04/29/2016
Indiana Pacers,Toronto Raptors,0041500116,101,0.549,0.45,0.351,0.764,44.9,21.6,15.1,9.2,4.8,1.7,103.8,102.2,0.536,83,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,1,04/29/2016
Charlotte Hornets,Miami Heat,0041500126,90,0.585,0.439,0.362,0.79,45.2,22.3,12.9,7.5,5.5,2.8,106.4,103.7,0.545,97,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,0,04/29/2016
San Antonio Spurs,Oklahoma City Thunder,0041500231,124,0.817,0.484,0.375,0.803,46.4,25.9,13.8,8.7,6.2,11.2,109.3,98.2,0.564,92,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,1,04/30/2016
Golden State Warriors,Miami Heat,0041500221,118,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,106,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,1,05/01/2016
Portland Trail Blazers,Indiana Pacers,0041500221,106,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,84,0.549,0.45,0.351,0.764,44.9,21.6,15.1,9.2,4.8,1.7,103.8,102.2,0.536,0,05/01/2016
Toronto Raptors,Charlotte Hornets,0041500117,89,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,73,0.585,0.439,0.362,0.79,45.2,22.3,12.9,7.5,5.5,2.8,106.4,103.7,0.545,1,05/01/2016
San Antonio Spurs,Oklahoma City Thunder,0041500232,97,0.817,0.484,0.375,0.803,46.4,25.9,13.8,8.7,6.2,11.2,109.3,98.2,0.564,98,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,0,05/02/2016
Cleveland Cavaliers,Atlanta Hawks,0041500201,104,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,93,0.585,0.458,0.35,0.783,42.8,26.1,15.2,9.3,6.0,3.7,104.6,100.8,0.552,1,05/02/2016
Golden State Warriors,Portland Trail Blazers,0041500222,110,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,99,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,1,05/03/2016
Toronto Raptors,Miami Heat,0041500211,96,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,102,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,0,05/03/2016
Cleveland Cavaliers,Atlanta Hawks,0041500202,123,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,98,0.585,0.458,0.35,0.783,42.8,26.1,15.2,9.3,6.0,3.7,104.6,100.8,0.552,1,05/04/2016
Toronto Raptors,Miami Heat,0041500212,96,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,92,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,1,05/05/2016
Atlanta Hawks,Cleveland Cavaliers,0041500203,108,0.585,0.458,0.35,0.783,42.8,26.1,15.2,9.3,6.0,3.7,104.6,100.8,0.552,121,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,0,05/06/2016
Oklahoma City Thunder,San Antonio Spurs,0041500233,96,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,100,0.817,0.484,0.375,0.803,46.4,25.9,13.8,8.7,6.2,11.2,109.3,98.2,0.564,0,05/06/2016
Miami Heat,Toronto Raptors,0041500213,91,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,95,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,0,05/07/2016
Portland Trail Blazers,Golden State Warriors,0041500223,120,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,108,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,1,05/07/2016
Atlanta Hawks,Cleveland Cavaliers,0041500204,99,0.585,0.458,0.35,0.783,42.8,26.1,15.2,9.3,6.0,3.7,104.6,100.8,0.552,100,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,0,05/08/2016
Oklahoma City Thunder,San Antonio Spurs,0041500234,111,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,97,0.817,0.484,0.375,0.803,46.4,25.9,13.8,8.7,6.2,11.2,109.3,98.2,0.564,1,05/08/2016
Miami Heat,Toronto Raptors,0041500214,94,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,87,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,1,05/09/2016
Portland Trail Blazers,Golden State Warriors,0041500224,125,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,132,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,0,05/09/2016
San Antonio Spurs,Oklahoma City Thunder,0041500235,91,0.817,0.484,0.375,0.803,46.4,25.9,13.8,8.7,6.2,11.2,109.3,98.2,0.564,95,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,0,05/10/2016
Golden State Warriors,Portland Trail Blazers,0041500225,125,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,121,0.537,0.45,0.37,0.754,46.6,21.8,15.0,7.0,4.7,0.8,107.6,106.8,0.548,1,05/11/2016
Toronto Raptors,Miami Heat,0041500215,99,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,91,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,1,05/11/2016
Oklahoma City Thunder,San Antonio Spurs,0041500236,113,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,99,0.817,0.484,0.375,0.803,46.4,25.9,13.8,8.7,6.2,11.2,109.3,98.2,0.564,1,05/12/2016
Miami Heat,Toronto Raptors,0041500216,103,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,91,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,1,05/13/2016
Toronto Raptors,Miami Heat,0041500217,116,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,89,0.585,0.47,0.336,0.744,46.5,22.0,14.8,7.1,6.8,1.7,105.5,103.7,0.545,1,05/15/2016
Golden State Warriors,Oklahoma City Thunder,0041500311,102,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,108,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,0,05/16/2016
Cleveland Cavaliers,Toronto Raptors,0041500301,115,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,84,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,1,05/17/2016
Golden State Warriors,Oklahoma City Thunder,0041500312,118,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,91,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,1,05/18/2016
Cleveland Cavaliers,Toronto Raptors,0041500302,108,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,89,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,1,05/19/2016
Toronto Raptors,Cleveland Cavaliers,0041500303,99,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,84,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,1,05/21/2016
Oklahoma City Thunder,Golden State Warriors,0041500313,133,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,105,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,1,05/22/2016
Toronto Raptors,Cleveland Cavaliers,0041500304,105,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,99,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,1,05/23/2016
Oklahoma City Thunder,Golden State Warriors,0041500314,118,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,94,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,1,05/24/2016
Cleveland Cavaliers,Toronto Raptors,0041500305,116,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,78,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,1,05/25/2016
Golden State Warriors,Oklahoma City Thunder,0041500315,120,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,111,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,1,05/26/2016
Toronto Raptors,Cleveland Cavaliers,0041500306,87,0.683,0.451,0.37,0.777,46.2,19.9,13.9,8.3,5.8,4.8,109.3,104.8,0.552,113,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,0,05/27/2016
Oklahoma City Thunder,Golden State Warriors,0041500316,101,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,108,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,0,05/28/2016
Golden State Warriors,Oklahoma City Thunder,0041500317,96,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,88,0.671,0.476,0.349,0.782,49.5,23.4,16.2,7.5,6.0,7.4,112.1,104.8,0.565,1,05/30/2016
Golden State Warriors,Cleveland Cavaliers,0041500401,104,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,89,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,1,06/02/2016
Golden State Warriors,Cleveland Cavaliers,0041500402,110,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,77,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,1,06/05/2016
Cleveland Cavaliers,Golden State Warriors,0041500403,120,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,90,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,1,06/08/2016
Cleveland Cavaliers,Golden State Warriors,0041500404,97,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,108,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,0,06/10/2016
Golden State Warriors,Cleveland Cavaliers,0041500405,97,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,112,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,0,06/13/2016
Cleveland Cavaliers,Golden State Warriors,0041500406,115,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,101,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,1,06/16/2016
Golden State Warriors,Cleveland Cavaliers,0041500407,89,0.89,0.487,0.416,0.763,45.6,28.6,15.0,8.3,6.0,10.6,113.5,102.8,0.593,93,0.695,0.46,0.362,0.748,47.0,24.0,14.3,7.1,4.1,6.3,110.2,103.9,0.558,0,06/19/2016
