Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Milwaukee Bucks,Portland Trail Blazers,0041600124,76,0.512,0.474,0.37,0.768,42.3,25.3,14.6,8.5,5.6,-0.2,108.5,108.7,0.565,113,0.5,0.459,0.375,0.78,44.3,21.4,13.9,7.1,5.0,-0.5,109.4,110.0,0.559,0,04/22/2017
Toronto Raptors,San Antonio Spurs,0041600124,87,0.622,0.464,0.363,0.796,45.1,19.3,13.2,8.6,5.1,4.4,111.4,107.1,0.561,108,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,1,04/22/2017
Memphis Grizzlies,Washington Wizards,0041600154,110,0.524,0.435,0.354,0.784,45.5,22.6,13.7,8.5,4.5,0.5,107.0,106.5,0.535,98,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,1,04/22/2017
Cleveland Cavaliers,Boston Celtics,0041600114,106,0.622,0.47,0.384,0.748,44.7,23.2,14.0,6.7,4.1,3.3,112.8,109.7,0.58,104,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,1,04/23/2017
Chicago Bulls,Houston Rockets,0041600104,95,0.5,0.444,0.34,0.798,47.9,23.4,14.0,8.1,5.0,0.4,106.5,106.2,0.53,113,0.671,0.462,0.357,0.766,43.9,25.0,15.0,8.1,4.2,5.7,114.1,108.4,0.583,0,04/23/2017
Indiana Pacers,LA Clippers,0041600114,102,0.512,0.465,0.376,0.81,43.1,23.1,14.1,8.4,5.1,-0.2,107.9,108.1,0.558,98,0.622,0.475,0.375,0.745,44.3,23.2,13.3,7.7,4.4,4.4,111.8,107.5,0.574,0,04/23/2017
Oklahoma City Thunder,Utah Jazz,0041600164,109,0.573,0.452,0.327,0.745,47.2,21.2,15.2,8.0,5.0,0.8,107.9,107.1,0.54,105,0.622,0.466,0.372,0.747,46.8,21.8,14.8,7.3,5.4,4.3,109.0,104.7,0.563,0,04/23/2017
Atlanta Hawks,Golden State Warriors,0041600134,111,0.524,0.451,0.341,0.728,44.9,24.0,16.0,8.3,4.9,-0.9,104.5,105.2,0.541,128,0.817,0.495,0.383,0.788,44.0,30.1,14.6,9.5,6.7,11.5,114.8,103.4,0.597,1,04/24/2017
Portland Trail Blazers,Milwaukee Bucks,0041600144,103,0.5,0.459,0.375,0.78,44.3,21.4,13.9,7.1,5.0,-0.5,109.4,110.0,0.559,93,0.512,0.474,0.37,0.768,42.3,25.3,14.6,8.5,5.6,-0.2,108.5,108.7,0.565,0,04/24/2017
Toronto Raptors,Washington Wizards,0041600125,118,0.622,0.464,0.363,0.796,45.1,19.3,13.2,8.6,5.1,4.4,111.4,107.1,0.561,101,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,1,04/24/2017
San Antonio Spurs,Memphis Grizzlies,0041600155,116,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,103,0.524,0.435,0.354,0.784,45.5,22.6,13.7,8.5,4.5,0.5,107.0,106.5,0.535,1,04/25/2017
LA Clippers,Utah Jazz,0041600175,92,0.622,0.475,0.375,0.745,44.3,23.2,13.3,7.7,4.4,4.4,111.8,107.5,0.574,96,0.622,0.466,0.372,0.747,46.8,21.8,14.8,7.3,5.4,4.3,109.0,104.7,0.563,0,04/25/2017
Houston Rockets,Oklahoma City Thunder,0041600165,105,0.671,0.462,0.357,0.766,43.9,25.0,15.0,8.1,4.2,5.7,114.1,108.4,0.583,99,0.573,0.452,0.327,0.745,47.2,21.2,15.2,8.0,5.0,0.8,107.9,107.1,0.54,1,04/25/2017
Boston Celtics,Atlanta Hawks,0041600105,108,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,99,0.524,0.451,0.341,0.728,44.9,24.0,16.0,8.3,4.9,-0.9,104.5,105.2,0.541,1,04/26/2017
Washington Wizards,Chicago Bulls,0041600135,103,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,97,0.5,0.444,0.34,0.798,47.9,23.4,14.0,8.1,5.0,0.4,106.5,106.2,0.53,1,04/26/2017
Milwaukee Bucks,Toronto Raptors,0041600126,89,0.512,0.474,0.37,0.768,42.3,25.3,14.6,8.5,5.6,-0.2,108.5,108.7,0.565,92,0.622,0.464,0.363,0.796,45.1,19.3,13.2,8.6,5.1,4.4,111.4,107.1,0.561,0,04/27/2017
Memphis Grizzlies,San Antonio Spurs,0041600156,96,0.524,0.435,0.354,0.784,45.5,22.6,13.7,8.5,4.5,0.5,107.0,106.5,0.535,103,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,0,04/27/2017
Chicago Bulls,Boston Celtics,0041600106,83,0.5,0.444,0.34,0.798,47.9,23.4,14.0,8.1,5.0,0.4,106.5,106.2,0.53,105,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,0,04/28/2017
Utah Jazz,LA Clippers,0041600176,93,0.622,0.466,0.372,0.747,46.8,21.8,14.8,7.3,5.4,4.3,109.0,104.7,0.563,98,0.622,0.475,0.375,0.745,44.3,23.2,13.3,7.7,4.4,4.4,111.8,107.5,0.574,0,04/28/2017
Atlanta Hawks,Washington Wizards,0041600136,99,0.524,0.451,0.341,0.728,44.9,24.0,16.0,8.3,4.9,-0.9,104.5,105.2,0.541,115,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,0,04/28/2017
Boston Celtics,LA Clippers,0041600201,123,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,91,0.622,0.475,0.375,0.745,44.3,23.2,13.3,7.7,4.4,4.4,111.8,107.5,0.574,1,04/30/2017
Washington Wizards,Utah Jazz,0041600201,111,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,104,0.622,0.466,0.372,0.747,46.8,21.8,14.8,7.3,5.4,4.3,109.0,104.7,0.563,0,04/30/2017
Cleveland Cavaliers,Houston Rockets,0041600211,116,0.622,0.47,0.384,0.748,44.7,23.2,14.0,6.7,4.1,3.3,112.8,109.7,0.58,126,0.671,0.462,0.357,0.766,43.9,25.0,15.0,8.1,4.2,5.7,114.1,108.4,0.583,1,05/01/2017
San Antonio Spurs,Toronto Raptors,0041600231,99,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,105,0.622,0.464,0.363,0.796,45.1,19.3,13.2,8.6,5.1,4.4,111.4,107.1,0.561,0,05/01/2017
Boston Celtics,Golden State Warriors,0041600202,129,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,106,0.817,0.495,0.383,0.788,44.0,30.1,14.6,9.5,6.7,11.5,114.8,103.4,0.597,1,05/02/2017
Washington Wizards,Utah Jazz,0041600202,119,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,94,0.622,0.466,0.372,0.747,46.8,21.8,14.8,7.3,5.4,4.3,109.0,104.7,0.563,0,05/02/2017
Cleveland Cavaliers,Houston Rockets,0041600212,125,0.622,0.47,0.384,0.748,44.7,23.2,14.0,6.7,4.1,3.3,112.8,109.7,0.58,96,0.671,0.462,0.357,0.766,43.9,25.0,15.0,8.1,4.2,5.7,114.1,108.4,0.583,1,05/03/2017
San Antonio Spurs,Toronto Raptors,0041600232,121,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,103,0.622,0.464,0.363,0.796,45.1,19.3,13.2,8.6,5.1,4.4,111.4,107.1,0.561,1,05/03/2017
Golden State Warriors,Boston Celtics,0041600222,115,0.817,0.495,0.383,0.788,44.0,30.1,14.6,9.5,6.7,11.5,114.8,103.4,0.597,89,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,1,05/04/2017
Washington Wizards,Utah Jazz,0041600203,116,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,104,0.622,0.466,0.372,0.747,46.8,21.8,14.8,7.3,5.4,4.3,109.0,104.7,0.563,1,05/04/2017
Houston Rockets,San Antonio Spurs,0041600233,92,0.671,0.462,0.357,0.766,43.9,25.0,15.0,8.1,4.2,5.7,114.1,108.4,0.583,103,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,0,05/05/2017
Toronto Raptors,Cleveland Cavaliers,0041600213,94,0.622,0.464,0.363,0.796,45.1,19.3,13.2,8.6,5.1,4.4,111.4,107.1,0.561,115,0.622,0.47,0.384,0.748,44.7,23.2,14.0,6.7,4.1,3.3,112.8,109.7,0.58,0,05/05/2017
Utah Jazz,Golden State Warriors,0041600223,91,0.622,0.466,0.372,0.747,46.8,21.8,14.8,7.3,5.4,4.3,109.0,104.7,0.563,102,0.817,0.495,0.383,0.788,44.0,30.1,14.6,9.5,6.7,11.5,114.8,103.4,0.597,0,05/06/2017
Houston Rockets,San Antonio Spurs,0041600234,125,0.671,0.462,0.357,0.766,43.9,25.0,15.0,8.1,4.2,5.7,114.1,108.4,0.583,104,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,1,05/07/2017
Washington Wizards,Boston Celtics,0041600204,121,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,102,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,1,05/07/2017
Toronto Raptors,Cleveland Cavaliers,0041600214,102,0.622,0.464,0.363,0.796,45.1,19.3,13.2,8.6,5.1,4.4,111.4,107.1,0.561,109,0.622,0.47,0.384,0.748,44.7,23.2,14.0,6.7,4.1,3.3,112.8,109.7,0.58,0,05/07/2017
Utah Jazz,Golden State Warriors,0041600224,95,0.622,0.466,0.372,0.747,46.8,21.8,14.8,7.3,5.4,4.3,109.0,104.7,0.563,121,0.817,0.495,0.383,0.788,44.0,30.1,14.6,9.5,6.7,11.5,114.8,103.4,0.597,0,05/08/2017
San Antonio Spurs,Houston Rockets,0041600235,110,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,107,0.671,0.462,0.357,0.766,43.9,25.0,15.0,8.1,4.2,5.7,114.1,108.4,0.583,1,05/09/2017
Boston Celtics,Washington Wizards,0041600205,123,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,101,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,1,05/10/2017
Houston Rockets,San Antonio Spurs,0041600236,75,0.671,0.462,0.357,0.766,43.9,25.0,15.0,8.1,4.2,5.7,114.1,108.4,0.583,114,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,0,05/11/2017
Washington Wizards,Boston Celtics,0041600206,92,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,91,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,1,05/12/2017
Golden State Warriors,San Antonio Spurs,0041600311,113,0.817,0.495,0.383,0.788,44.0,30.1,14.6,9.5,6.7,11.5,114.8,103.4,0.597,111,0.744,0.469,0.391,0.797,45.9,24.9,14.1,8.4,6.2,7.5,110.3,102.9,0.564,1,05/14/2017
Boston Celtics,Washington Wizards,0041600207,115,0.646,0.454,0.359,0.807,43.0,25.8,13.6,7.7,4.2,2.7,110.6,108.0,0.567,105,0.598,0.475,0.372,0.784,43.3,24.1,14.3,8.5,4.1,1.8,110.4,108.8,0.564,1,05/15/2017
