Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Dallas Mavericks,Toronto Raptors,0021500057,91,0.667,0.428,0.333,0.726,50.2,24.4,10.6,5.3,3.0,3.3,99.7,97.0,0.51,102,1.0,0.448,0.42,0.745,49.0,21.1,18.8,10.2,2.6,11.8,106.9,95.4,0.554,0,11/03/2015
Sacramento Kings,Memphis Grizzlies,0021500058,89,0.333,0.459,0.359,0.685,48.6,22.1,14.5,7.3,3.8,1.9,108.8,106.3,0.526,103,0.5,0.382,0.269,0.778,43.8,22.9,13.3,8.9,4.4,-15.9,93.2,108.5,0.467,0,11/03/2015
Charlotte Hornets,Chicago Bulls,0021500053,130,0.0,0.391,0.352,0.807,49.1,22.8,14.2,6.2,6.9,-5.2,96.9,102.4,0.495,105,0.75,0.435,0.361,0.78,45.2,18.3,16.8,7.4,7.2,4.4,98.3,93.6,0.529,1,11/03/2015
New Orleans Pelicans,Orlando Magic,0021500056,94,0.0,0.427,0.342,0.735,39.0,20.1,14.9,6.5,2.9,-15.6,100.3,115.2,0.508,103,0.0,0.402,0.293,0.716,45.8,20.4,15.8,8.0,8.4,-2.8,96.0,99.1,0.476,0,11/03/2015
Golden State Warriors,LA Clippers,0021500069,112,1.0,0.485,0.414,0.75,50.1,27.5,12.7,8.5,6.8,24.3,115.8,91.9,0.586,108,1.0,0.481,0.28,0.699,44.7,21.1,12.5,5.4,7.6,8.4,105.9,97.3,0.563,1,11/04/2015
Phoenix Suns,Sacramento Kings,0021500067,118,0.5,0.403,0.288,0.714,51.7,17.4,15.0,8.6,4.2,1.7,98.5,97.1,0.489,97,0.25,0.446,0.357,0.655,45.8,21.1,14.5,7.5,3.1,-1.9,105.1,106.3,0.517,1,11/04/2015
Houston Rockets,Orlando Magic,0021500064,119,0.25,0.395,0.26,0.716,40.1,19.5,16.0,10.7,6.7,-13.7,93.8,107.8,0.488,114,0.25,0.417,0.31,0.759,47.7,21.1,16.2,7.3,7.0,0.0,96.9,97.2,0.491,1,11/04/2015
Cleveland Cavaliers,New York Knicks,0021500063,96,0.75,0.464,0.343,0.72,50.9,28.1,14.8,5.5,5.7,11.7,106.5,95.5,0.542,86,0.5,0.424,0.333,0.826,46.6,20.8,15.3,9.3,4.8,2.8,106.3,103.5,0.518,1,11/04/2015
Milwaukee Bucks,Philadelphia 76ers,0021500065,91,0.25,0.448,0.357,0.844,38.6,24.8,17.2,7.3,5.5,-11.0,104.4,116.6,0.559,87,0.0,0.394,0.328,0.771,42.2,17.0,19.7,7.6,5.5,-18.0,92.0,109.7,0.497,1,11/04/2015
Utah Jazz,Portland Trail Blazers,0021500068,92,0.667,0.438,0.375,0.75,49.3,17.8,13.4,9.8,6.5,15.9,102.5,86.6,0.507,108,0.5,0.444,0.328,0.716,45.2,18.9,16.5,6.9,4.9,-1.5,98.3,100.0,0.53,0,11/04/2015
Atlanta Hawks,Brooklyn Nets,0021500062,101,0.8,0.444,0.323,0.778,45.5,24.1,14.9,9.8,3.9,2.0,101.0,98.4,0.527,87,0.0,0.439,0.246,0.723,41.1,20.7,15.4,6.1,4.8,-15.6,96.0,110.8,0.497,1,11/04/2015
Indiana Pacers,Boston Celtics,0021500060,100,0.25,0.419,0.344,0.795,39.8,19.9,18.9,11.4,4.9,-6.5,96.1,101.8,0.516,98,0.333,0.396,0.266,0.841,39.9,24.1,16.1,10.9,4.8,-0.3,97.1,96.2,0.497,1,11/04/2015
Washington Wizards,San Antonio Spurs,0021500061,102,0.667,0.438,0.352,0.775,42.3,19.3,19.0,7.9,5.6,-0.3,103.6,103.3,0.551,99,0.75,0.469,0.333,0.794,47.8,22.4,16.5,8.7,6.6,9.9,101.0,91.8,0.535,1,11/04/2015
Oklahoma City Thunder,Toronto Raptors,0021500066,98,0.75,0.484,0.404,0.81,49.9,20.9,19.8,7.3,7.5,6.6,111.3,104.5,0.577,103,1.0,0.449,0.395,0.775,48.8,20.4,18.2,9.7,3.5,11.7,106.2,95.0,0.552,0,11/04/2015
Chicago Bulls,Oklahoma City Thunder,0021500070,104,0.6,0.446,0.386,0.747,42.9,19.8,16.1,6.9,5.8,-1.4,99.8,100.8,0.536,98,0.6,0.482,0.393,0.816,48.5,22.0,19.7,7.5,8.0,4.4,109.4,104.8,0.573,1,11/05/2015
Portland Trail Blazers,Memphis Grizzlies,0021500074,115,0.6,0.461,0.348,0.646,46.3,17.6,17.2,6.6,5.4,2.0,101.4,99.6,0.542,96,0.6,0.402,0.245,0.782,45.3,23.1,14.1,8.1,5.0,-9.8,95.8,105.4,0.483,1,11/05/2015
Dallas Mavericks,Charlotte Hornets,0021500072,94,0.5,0.417,0.327,0.724,49.0,23.5,12.0,5.3,3.0,-0.3,98.3,98.7,0.5,108,0.25,0.424,0.404,0.85,49.9,23.7,13.1,6.2,6.2,2.6,105.4,103.4,0.534,0,11/05/2015
Denver Nuggets,Utah Jazz,0021500073,84,0.5,0.419,0.347,0.773,46.8,23.2,16.3,7.4,6.1,-2.5,100.8,103.8,0.508,96,0.5,0.422,0.313,0.711,47.6,15.7,12.4,10.5,7.0,7.6,101.4,93.8,0.491,0,11/05/2015
Minnesota Timberwolves,Miami Heat,0021500071,84,0.667,0.438,0.227,0.803,43.7,21.7,13.9,6.8,4.7,4.4,104.4,98.7,0.541,96,0.5,0.463,0.352,0.838,46.3,21.3,15.8,8.2,7.4,3.7,104.5,100.5,0.556,0,11/05/2015
Golden State Warriors,Denver Nuggets,0021500083,119,1.0,0.48,0.409,0.755,48.4,27.5,12.5,8.0,6.4,20.3,114.8,95.1,0.582,104,0.4,0.414,0.331,0.746,47.3,22.1,16.1,6.8,6.2,-4.5,99.2,104.4,0.503,1,11/06/2015
New York Knicks,Milwaukee Bucks,0021500079,92,0.4,0.418,0.333,0.823,45.7,20.0,15.0,8.7,5.3,0.2,103.2,103.0,0.51,99,0.4,0.439,0.355,0.833,38.7,25.1,16.0,7.2,5.3,-8.0,103.4,112.3,0.544,0,11/06/2015
Phoenix Suns,Detroit Pistons,0021500082,92,0.6,0.429,0.346,0.701,49.5,19.3,15.9,9.6,4.1,5.5,102.2,96.9,0.516,100,0.75,0.386,0.306,0.667,53.8,17.9,16.4,6.1,3.5,2.3,95.5,94.4,0.465,0,11/06/2015
Brooklyn Nets,Los Angeles Lakers,0021500077,98,0.0,0.438,0.244,0.729,42.0,21.7,16.3,6.8,4.7,-15.5,95.3,110.4,0.495,104,0.0,0.409,0.281,0.82,40.9,18.1,13.7,6.4,6.4,-9.8,104.7,115.3,0.525,0,11/06/2015
Boston Celtics,Washington Wizards,0021500076,118,0.25,0.402,0.292,0.837,42.6,23.4,17.0,10.1,4.9,-0.7,98.5,97.8,0.504,98,0.75,0.45,0.351,0.767,40.0,21.2,16.8,8.6,4.9,0.5,103.2,102.5,0.55,1,11/06/2015
Orlando Magic,Toronto Raptors,0021500075,92,0.2,0.434,0.317,0.765,45.5,22.3,16.0,8.1,6.8,-0.9,99.4,100.8,0.507,87,1.0,0.443,0.39,0.786,48.3,18.8,17.6,10.6,3.4,10.4,106.2,96.2,0.549,1,11/06/2015
Cleveland Cavaliers,Philadelphia 76ers,0021500078,108,0.8,0.451,0.326,0.72,50.8,26.9,14.6,5.4,5.0,11.5,105.4,94.5,0.533,102,0.0,0.401,0.292,0.786,45.4,18.9,19.9,6.8,6.6,-14.7,92.7,107.1,0.497,1,11/06/2015
Indiana Pacers,Miami Heat,0021500080,90,0.4,0.412,0.345,0.786,42.8,19.6,18.0,11.2,4.1,-4.8,97.5,102.1,0.508,87,0.6,0.467,0.343,0.81,45.6,19.9,15.9,7.7,7.1,5.4,103.1,97.9,0.555,1,11/06/2015
Sacramento Kings,Houston Rockets,0021500084,110,0.2,0.452,0.38,0.64,43.2,21.8,15.4,7.8,3.3,-5.6,103.3,108.3,0.522,116,0.4,0.412,0.274,0.713,41.5,21.0,16.7,10.1,5.6,-9.9,98.2,108.1,0.507,0,11/06/2015
New Orleans Pelicans,Atlanta Hawks,0021500081,115,0.0,0.409,0.339,0.731,40.4,20.7,14.6,7.8,4.4,-13.9,98.1,111.4,0.498,121,0.833,0.45,0.329,0.78,44.1,24.9,15.1,10.8,5.0,4.1,102.2,97.4,0.536,0,11/06/2015
Philadelphia 76ers,Orlando Magic,0021500087,97,0.0,0.425,0.321,0.77,44.4,20.0,19.4,7.4,6.1,-13.1,95.8,108.6,0.516,105,0.333,0.433,0.324,0.767,45.5,22.7,15.9,7.6,6.5,0.0,100.3,100.5,0.51,0,11/07/2015
San Antonio Spurs,Charlotte Hornets,0021500090,114,0.6,0.467,0.33,0.818,48.2,22.2,17.5,7.9,5.9,7.3,100.8,93.9,0.538,94,0.4,0.438,0.369,0.845,49.6,22.7,12.7,6.6,6.1,4.9,106.1,101.6,0.539,1,11/07/2015
Chicago Bulls,Minnesota Timberwolves,0021500085,93,0.667,0.446,0.386,0.758,44.1,20.1,14.6,6.4,6.0,-0.2,101.7,101.7,0.534,102,0.5,0.415,0.25,0.82,44.2,20.5,14.6,6.9,5.1,0.3,100.3,98.5,0.517,0,11/07/2015
LA Clippers,Houston Rockets,0021500093,105,0.8,0.483,0.296,0.69,44.0,21.7,12.6,5.5,6.9,5.9,106.3,100.0,0.561,109,0.5,0.424,0.301,0.724,42.4,21.2,17.4,9.7,5.3,-7.2,100.3,107.7,0.525,0,11/07/2015
Milwaukee Bucks,Brooklyn Nets,0021500089,94,0.5,0.438,0.339,0.845,39.6,24.6,15.5,7.0,5.3,-5.5,103.9,110.3,0.541,86,0.0,0.437,0.227,0.733,42.7,21.5,16.3,6.6,4.9,-13.8,95.6,108.9,0.493,1,11/07/2015
Utah Jazz,Memphis Grizzlies,0021500091,89,0.6,0.425,0.352,0.702,47.6,17.6,12.4,9.8,7.0,8.7,102.4,93.5,0.497,79,0.5,0.414,0.263,0.772,44.6,23.0,13.7,7.5,5.1,-11.6,97.7,109.3,0.494,1,11/07/2015
Atlanta Hawks,Washington Wizards,0021500086,114,0.857,0.461,0.341,0.797,43.5,25.5,15.0,10.7,5.1,4.4,104.7,99.7,0.553,99,0.6,0.441,0.345,0.77,40.4,21.2,17.9,8.8,5.5,-3.5,100.6,103.9,0.54,1,11/07/2015
Dallas Mavericks,New Orleans Pelicans,0021500088,107,0.4,0.412,0.301,0.763,48.1,22.2,12.2,5.8,2.8,-3.0,97.6,100.8,0.5,98,0.0,0.426,0.338,0.761,38.6,22.4,14.2,8.0,4.9,-12.3,101.0,112.8,0.519,1,11/07/2015
Sacramento Kings,Golden State Warriors,0021500092,94,0.167,0.448,0.368,0.656,42.9,22.3,15.2,8.7,3.2,-5.7,103.7,108.7,0.521,103,1.0,0.482,0.42,0.733,48.5,29.2,13.5,8.2,6.3,19.2,114.0,95.5,0.583,0,11/07/2015
New York Knicks,Los Angeles Lakers,0021500095,99,0.333,0.416,0.303,0.816,45.9,20.3,15.7,7.8,5.3,-1.0,102.7,103.6,0.508,95,0.2,0.411,0.285,0.81,40.6,17.3,14.1,6.9,6.3,-6.7,104.1,111.7,0.529,1,11/08/2015
Cleveland Cavaliers,Indiana Pacers,0021500094,101,0.833,0.461,0.335,0.714,50.3,27.5,15.2,6.1,4.2,10.6,107.0,96.8,0.54,97,0.5,0.418,0.344,0.745,43.4,20.1,17.2,10.1,4.3,-3.5,97.6,101.0,0.506,1,11/08/2015
Miami Heat,Toronto Raptors,0021500096,96,0.5,0.463,0.336,0.797,45.3,20.4,15.5,7.4,7.0,4.0,101.9,97.9,0.546,76,0.833,0.427,0.358,0.782,48.6,18.2,16.7,9.9,3.7,8.0,105.1,97.6,0.53,1,11/08/2015
Portland Trail Blazers,Detroit Pistons,0021500098,103,0.667,0.468,0.374,0.639,47.4,19.9,16.1,6.1,5.1,4.9,105.8,100.8,0.552,120,0.8,0.406,0.317,0.624,52.3,17.3,16.3,6.4,3.4,3.4,96.2,93.9,0.482,0,11/08/2015
Oklahoma City Thunder,Phoenix Suns,0021500097,124,0.5,0.477,0.392,0.821,48.4,22.1,18.2,6.7,8.1,2.8,109.0,105.8,0.566,103,0.5,0.425,0.344,0.694,48.9,18.4,15.9,9.4,3.9,3.3,100.5,97.2,0.509,1,11/08/2015
Philadelphia 76ers,Chicago Bulls,0021500100,88,0.0,0.429,0.324,0.727,43.6,20.8,19.1,7.2,6.8,-12.3,96.7,108.9,0.519,111,0.571,0.432,0.379,0.748,44.4,19.9,15.0,6.4,6.0,-1.4,99.3,100.4,0.521,0,11/09/2015
Golden State Warriors,Detroit Pistons,0021500104,109,1.0,0.472,0.38,0.749,48.2,28.9,14.2,8.9,5.7,17.8,112.5,95.3,0.572,95,0.833,0.421,0.327,0.632,51.4,17.1,15.1,7.6,3.7,5.7,100.5,95.8,0.497,1,11/09/2015
LA Clippers,Memphis Grizzlies,0021500105,94,0.667,0.482,0.277,0.689,43.6,22.9,12.5,5.9,6.6,4.3,106.3,101.5,0.556,92,0.429,0.401,0.27,0.786,44.9,22.1,13.9,7.7,4.5,-11.4,95.8,107.4,0.481,1,11/09/2015
Indiana Pacers,Orlando Magic,0021500099,97,0.429,0.42,0.342,0.738,44.5,20.7,15.9,9.4,4.3,-3.6,98.7,102.2,0.504,84,0.429,0.438,0.335,0.785,45.2,23.0,15.6,8.0,6.6,1.1,101.7,100.6,0.517,1,11/09/2015
Atlanta Hawks,Minnesota Timberwolves,0021500101,107,0.875,0.462,0.35,0.815,42.9,27.0,14.9,10.8,5.0,5.7,105.9,99.6,0.556,117,0.6,0.413,0.292,0.789,46.2,21.2,14.4,7.0,5.4,2.0,98.8,95.8,0.507,0,11/09/2015
Sacramento Kings,San Antonio Spurs,0021500103,88,0.143,0.446,0.361,0.665,43.2,22.8,16.2,8.8,3.2,-6.1,102.4,107.9,0.518,106,0.667,0.481,0.348,0.784,47.4,24.4,16.8,8.5,5.4,9.5,103.6,94.5,0.553,0,11/09/2015
Denver Nuggets,Portland Trail Blazers,0021500102,108,0.333,0.416,0.331,0.757,46.2,22.0,16.4,7.8,5.9,-6.3,98.8,105.4,0.505,104,0.571,0.478,0.372,0.642,46.4,20.5,17.2,6.0,4.7,1.7,105.7,103.9,0.56,1,11/09/2015
Cleveland Cavaliers,Utah Jazz,0021500106,118,0.857,0.461,0.335,0.708,50.6,27.5,14.6,6.0,4.2,9.8,107.4,98.0,0.54,114,0.667,0.424,0.374,0.72,48.5,17.9,14.1,9.4,7.6,9.0,101.3,91.9,0.504,1,11/10/2015
Miami Heat,Los Angeles Lakers,0021500108,101,0.571,0.457,0.345,0.783,46.4,20.3,15.0,7.6,7.3,6.5,102.4,96.1,0.541,88,0.167,0.406,0.292,0.785,41.8,17.7,13.6,6.9,5.8,-6.3,103.5,110.5,0.516,1,11/10/2015
Milwaukee Bucks,Boston Celtics,0021500110,83,0.571,0.44,0.348,0.836,40.2,25.3,15.9,7.4,5.4,-3.5,103.5,107.8,0.539,99,0.4,0.413,0.316,0.827,44.0,23.2,16.7,11.5,4.9,3.3,100.8,96.3,0.514,0,11/10/2015
Minnesota Timberwolves,Charlotte Hornets,0021500111,95,0.667,0.439,0.322,0.793,45.2,22.2,15.2,7.5,5.3,3.3,102.0,98.0,0.53,104,0.333,0.442,0.363,0.797,47.1,21.6,13.2,6.7,5.1,0.7,104.8,104.3,0.539,0,11/10/2015
Washington Wizards,Oklahoma City Thunder,0021500107,101,0.5,0.448,0.343,0.782,40.5,22.2,19.1,9.1,5.1,-5.4,100.3,105.5,0.546,125,0.571,0.484,0.367,0.805,48.5,22.5,17.6,7.6,8.1,5.3,110.1,104.9,0.568,0,11/10/2015
Toronto Raptors,New York Knicks,0021500109,109,0.714,0.423,0.331,0.781,47.7,18.3,17.1,9.7,4.0,4.0,102.4,98.7,0.523,111,0.429,0.413,0.308,0.818,47.1,20.7,14.8,7.5,5.3,-0.3,102.9,103.1,0.508,0,11/10/2015
New Orleans Pelicans,Dallas Mavericks,0021500112,120,0.0,0.431,0.335,0.769,39.4,22.3,14.0,7.9,5.1,-11.8,101.1,112.6,0.521,105,0.5,0.422,0.312,0.772,47.4,22.0,12.1,5.7,2.7,-1.0,99.8,101.0,0.511,1,11/10/2015
Philadelphia 76ers,Toronto Raptors,0021500115,103,0.0,0.415,0.306,0.704,44.5,20.4,18.6,7.0,7.1,-13.8,94.7,108.4,0.498,119,0.625,0.425,0.321,0.783,48.1,19.3,16.6,9.4,4.3,3.2,103.8,100.9,0.525,0,11/11/2015
Boston Celtics,Indiana Pacers,0021500116,91,0.5,0.418,0.301,0.829,44.7,23.1,16.3,11.6,5.1,5.4,101.8,95.3,0.516,102,0.5,0.423,0.356,0.747,44.3,21.3,16.2,9.8,4.3,-1.4,98.8,100.3,0.511,0,11/11/2015
Orlando Magic,Los Angeles Lakers,0021500114,101,0.375,0.434,0.33,0.776,45.2,22.2,16.4,8.2,6.2,-0.6,99.9,100.5,0.514,99,0.143,0.411,0.315,0.783,41.3,18.3,14.3,7.0,6.0,-7.3,102.1,110.1,0.519,1,11/11/2015
Houston Rockets,Brooklyn Nets,0021500119,98,0.571,0.427,0.291,0.749,43.0,20.5,16.9,9.3,4.9,-5.6,101.6,107.5,0.529,106,0.0,0.433,0.236,0.741,44.5,21.2,16.7,7.4,4.7,-13.1,95.2,107.8,0.49,0,11/11/2015
Portland Trail Blazers,San Antonio Spurs,0021500123,101,0.5,0.467,0.369,0.669,45.7,20.5,16.3,6.0,4.5,1.0,105.9,104.7,0.552,113,0.714,0.488,0.333,0.779,47.2,25.9,16.7,8.9,5.7,10.8,104.1,93.7,0.556,0,11/11/2015
Atlanta Hawks,New Orleans Pelicans,0021500117,106,0.778,0.468,0.359,0.817,41.2,27.4,15.2,11.1,5.1,4.0,106.2,101.7,0.561,98,0.143,0.441,0.35,0.77,40.5,22.6,13.5,8.0,5.1,-8.0,103.5,111.2,0.532,1,11/11/2015
Dallas Mavericks,LA Clippers,0021500118,118,0.429,0.425,0.305,0.784,46.8,21.7,12.2,5.5,2.9,-3.0,100.3,103.4,0.514,108,0.714,0.474,0.276,0.724,43.6,21.9,13.5,5.9,6.9,4.0,105.7,101.0,0.556,1,11/11/2015
Sacramento Kings,Detroit Pistons,0021500122,101,0.125,0.442,0.362,0.667,43.1,23.1,16.5,8.9,3.4,-7.6,100.7,107.8,0.514,92,0.714,0.428,0.325,0.629,50.1,16.9,15.9,7.8,3.6,2.9,100.1,98.0,0.5,1,11/11/2015
Denver Nuggets,Milwaukee Bucks,0021500121,103,0.429,0.429,0.335,0.739,46.4,21.8,16.3,7.4,6.1,-4.8,100.4,105.7,0.517,102,0.5,0.437,0.348,0.825,40.7,24.0,16.3,7.8,5.0,-5.2,101.7,107.8,0.535,1,11/11/2015
Charlotte Hornets,New York Knicks,0021500113,95,0.429,0.448,0.355,0.787,45.0,21.0,13.6,6.9,5.1,1.9,104.4,102.8,0.545,93,0.5,0.417,0.33,0.824,47.0,21.0,14.3,7.6,5.5,0.0,104.6,104.4,0.512,1,11/11/2015
Memphis Grizzlies,Golden State Warriors,0021500120,84,0.375,0.405,0.264,0.771,44.6,22.2,14.0,8.2,4.4,-10.3,96.0,106.8,0.483,100,1.0,0.472,0.397,0.755,47.4,29.0,14.4,9.4,5.5,17.4,112.3,95.6,0.571,0,11/11/2015
Phoenix Suns,LA Clippers,0021500126,118,0.429,0.428,0.353,0.705,46.4,18.2,16.8,9.0,3.5,-0.1,100.3,100.1,0.513,104,0.625,0.468,0.301,0.716,43.4,21.9,13.1,5.7,6.3,2.3,106.4,103.5,0.554,1,11/12/2015
Miami Heat,Utah Jazz,0021500124,92,0.625,0.457,0.333,0.776,46.8,20.8,14.7,7.6,7.3,7.4,103.1,95.8,0.539,91,0.571,0.433,0.387,0.744,46.9,19.8,14.5,9.7,6.5,7.1,103.7,96.3,0.518,1,11/12/2015
Minnesota Timberwolves,Golden State Warriors,0021500125,116,0.571,0.441,0.349,0.787,45.6,22.6,16.1,7.3,5.1,1.6,100.9,98.6,0.531,129,1.0,0.473,0.398,0.753,46.3,28.3,15.4,9.7,5.8,17.2,111.2,94.4,0.573,0,11/12/2015
Chicago Bulls,Charlotte Hornets,0021500132,102,0.625,0.431,0.381,0.759,45.8,20.7,14.8,6.3,6.4,1.6,100.1,98.3,0.521,97,0.5,0.444,0.354,0.76,43.9,21.2,12.6,7.4,5.1,1.9,104.1,102.4,0.538,1,11/13/2015
